RIL100 ; DurchfahrtFahrweg ; AnkunftFahrweg ; AbfahrtFahrweg
KAW P;;KRY G-14-KA;KRY G-14-KA
E002A;KRY G-KA;;
KASZ;KRY G-KA;;
K0401;KRY G-KA;;
KA;KAW-8-KAREP(2600);;
KAREP;KA-2-12-KAREG;;
KAREG;KA-12-KST P;;
K2948;KA-KST P;;
K2913;KAREG-KEIL;;
K 950;KA-KKST P;;
KEIL;KA-KST P;;
K972S;KA-KST P;;
K 911;KA-KST P;;
K912;KA-KST P;;
K 952;KA-KST P;;
K 909;KA-KST P;;
K 954;KA-KST P;;
K 907;KA-KST P;;
KST P;KA-042-KDN P lg;;
KST G;KA-002-KDN P lg;;
KE;KST G-3-KDN P 12;;
K115E;KST G-KDN P;;
K110N;KST G-KDN P;;
K113N;KST G-KDN P;;
K108L;KST G-KDN P;;
K106L;KST G-KDN P;;
K109N;KST G-KDN P;;
K107N;KST G-KDN P;;
KLAW;KST G-2-KDN P;;
K100D;KST G-KDN P;;
K101L;KST G-KDN P;;
K098D;KST G-KDN P;;
K097L;KST G-KDN P;;
K094D;KST G-KDN P;;
K093L;KST G-KDN P;;
KHUB;KST G-KDN P;;
K087L;KST G-KDN P;;
K084D;KST G-KDN P;;
K085L;KST G-KDN P;;
KDN P;KST G-2-KHR(2600);;
KDN G;KDN P-202-KHR;;
K078H;KDN P-KHR;;
K077L;KDN P-KHR;;
K076H;KDN P-KHR;;
K075L;KDN P-KHR;;
K072H;KDN P-KHR;;
K073L;KDN P-KHR;;
K070H;KDN P-KHR;;
K071L;KDN P-KHR;;
KDOS;KDN P-KHR;;
K066H;KDN P-KHR;;
K065D;KDN P-KHR;;
K064H;KDN P-KHR;;
KSID;KDN P-KHR;;
K062H;KDN P-KHR;;
K049S;KDN P-KHR;;
KHR;KDN P(2600)-4-KKERP(2600);;
K030L;KHR-KKERG;;
K029H;KHR-KKERP;;
K028L;KHR-KKERP;;
K026L;KHR-KKERP;;
K027H;KHR-KKERP;;
K024L;KHR-KKERG;;
K025L;KHR-KKERP;;
KLOV;KHR-2-KKERP;;
K019L;KLOV-KKERP;;
KKERG;KHR-3-KKERP;;
KKERP;KKERG-3-KKW F;;
KKW F;;KKERP-3-KKW S;KKERP-3-KKW S
