RIL100 ; DurchfahrtFahrweg ; AnkunftFahrweg ; AbfahrtFahrweg
NGM;;INAH-7-NWH;INAH-7-NWH
N 67A;NGM-NWH;;
N  66;NGM-NWH;;
N 65A;NGM-NWH;;
NWFH;NGM-NWH;;
N  64;NGM-NWH;;
N 63A;NGM-NWH;;
N 62B;NGM-NWH;;
N 61A;NGM-NWH;;
N 160;NGM-NWH;;
N 60C;NGM-NWH;;
N 161;NGM-NWH;;
N 59A;NGM-NWH;;
N 58B;NGM-NWH;;
N 57B;NGM-NWH;;
N 56B;NGM-NWH;;
N 55A;NGM-NWH;;
N 54A;NGM-NWH;;
N 53B;NGM-NWH;;
NKA;NGM-29/2/12-NWH H3;;
N 44A;NGM-NWH;;
N 43A;NGM-NWH;;
N 42A;NGM-NWH;;
N 41A;NGM-NWH;;
N 40A;NGM-NWH;;
N 39A;NGM-NWH;;
NHIS;NGM-NWH;;
N 38A;NGM-NWH;;
N 37A;NGM-NWH;;
NREZ;NGM-503-NWH;;
N 32B;NGM-NWH;;
N 31B;NGM-NWH;;
NTHM;NGM-2-NWH;;
N 26B;NGM-NWH;;
N 25B;NGM-NWH;;
N 24B;NGM-NWH;;
N 23B;NGM-NWH;;
N 22A;NGM-NWH;;
N 21A;NGM-NWH;;
NVE;NGM-1-NWH;;
N 14E;NGM-NWH;;
N 13E;NGM-NWH;;
N 12E;NGM-NWH;;
N 11E;NGM-NWH;;
NWZ;NGM-NWH;;
NWH F;NGM-2-NWH;;
NWH;;NGM-204-NAN 6;NGM-204-NAN 6
