RIL100 ; DurchfahrtFahrweg ; AnkunftFahrweg ; AbfahrtFahrweg
MIH;;MH-4-MTL;MH-4-MTL
MIN;MH-6-MTL;;
MINU;MH-MTL;;
MGH;MIH-2-MTL;;
M 419;MH-MTL;;
M 469;MH-MTL;;
MEI;MH-MTL;;
M 444;MH-MTL;;
MTA;MIH-1-MTL;;
M427B;MH-MTL;;
M 448;MH-MTL;;
MAD;MH-MTL;;
M429B;MH-MTL;;
M 450;MH-MTL;;
MEB;MIH-2-MTL;;
M 437;MH-MTL;;
M 456;MH-MTL;;
MDO;MH-MTL;;
M 439;MH-MTL;;
M 458;MH-MTL;;
MSO;MIH-2-MTL H1;;
M 453;MH-MTL;;
M 472;MH-MTL;;
M 455;MH-MTL;;
M 474;MH-MTL;;
MPP;MH-MTL;;
M457A;MH-MTL;;
M 476;MH-MTL;;
M 459;MH-MTL;;
M 478;MH-MTL;;
MTL;;MIH-5-NN 6;MIH-5-NN 6
