RIL100 ; DurchfahrtFahrweg ; AnkunftFahrweg ; AbfahrtFahrweg
FB;;FB__A-2-FLAE-3600;FB__A-2-FLAE-3600
FLAE;FB-164-FBLA;;
FBLA;FLAE-164-FME;;
FME;FBLA-503-FBHF;;
F537A;FME-FBHF;;
F546B;FME-FBHF;;
F535A;FME-FBHF;;
F534A;FME-FBHF;;
FFL;FME-544-FBHF;;
F544B;FME-FBHF;;
F543B;FME-FBHF;;
F533B;FME-FBHF;;
FBHF;FME-2-FOBN;;
F042C;FBHF-FOBN;;
F031B;FBHF-FOBN;;
FOBN;FBHF-2-FNK;;
F040B;FOBN-FNK;;
F029B;FOBN-FNK;;
F038A;FOBN-FNK;;
F027B;FOBN-FNK;;
F036B;FOBN-FNK;;
F025B;FOBN-FNK;;
FNK;FOBN-2-FHUE;;
F034B;FNK-FBUH;;
F923A;FNK-FBUH;;
F032B;FNK-FBUH;;
F921A;FNK-FBUH;;
F030B;FNK-FBUH;;
F919A;FNK-FBUH;;
FBUH;FNK-952-FHUE;;
F918A;FBUH-FHUE;;
F928A;FBUH-FHUE;;
F917A;FBUH-FHUE;;
F927A;FBUH-FHUE;;
FHUE;FBUH-904-FMR;;
F926A;FHUE-FMR;;
F824A;FHUE-FMR;;
F924A;FHUE-FMR;;
F815B;FHUE-FMR;;
F915A;FHUE-FMR;;
F822B;FHUE-FMR;;
F813B;FHUE-FMR;;
FMR;FHUE-802-FGHF;;
F718B;FMR-FGHF;;
F818B;FMR-FGHF;;
F713B;FMR-FGHF;;
F823A;FMR-FGHF;;
F816B;FMR-FGHF;;
F711B;FMR-FGHF;;
FGHF;FMR-704-FFU_N;;
F088C;FGHF-FFU_N;;
FFU N;FGHF-FFU-3600;;
FFU;FFU_N-102-FFU_G-3600/3828;;
FFU G;;FFU-252-FFU_W;FFU-252-FFU_W
