RIL100 ; DurchfahrtFahrweg ; AnkunftFahrweg ; AbfahrtFahrweg
RM;;RL-B-044-R14/185 6;RL-B-044-R14/185 6
RM  O;RM-T185-RHK;;
R703M;RM-RHK;;
R733M;RM-RHK;;
R702M;RM-RHK;;
R732M;RM-RHK;;
RP;RM-RHK;;
RBRW;RM-RHK;;
R 16M;RM RHK;;
R316M;RM-RHK;;
RHK;RP A-406-NBS;;
R 21M;RHK-RKT;;
R321M;RHK-RGN;;
ROBH;RHK-RGN;;
RSAB;RHK-RKT;;
RLH;RM-TS;;
RFO;RHK-RKT;;
RROL;RHK-RKT;;
RES;RHK-RKT;;
R 47M;RM-TS;;
R347M;RHK-RKT;;
RKT;RM-N606-TS;;
TFST;RM-TV;;
TMTL;RM-TV;;
T 70V;RM-TV;;
T370V;RM-TV;;
TV;RM-4-TS;;
T 75V;TV-TS;;
T375V;TV-TS;;
T 77V;TV-TS;;
T377V;TV-TS;;
T 76V;TV-TS;;
T376V;TV-TS;;
TGLM;TV-TS;;
TLAF;TV-TS;;
T559V;TV-TS;;
T586V;TV-TS;;
TSZ E;TV-TSU;;
TSZA;TV-656-TSU;;
TSZAH;TKH-TSU;;
TSM;TKH-2-TSU;;
T414S;TSZA-TSU;;
T413S;TSZA-TSU;;
TSEB;TKH-TSU;;
TSU;;TSM-202-Pbf;TSM-202-Pbf
