RIL100 ; DurchfahrtFahrweg ; AnkunftFahrweg ; AbfahrtFahrweg
RFG;;RML-P 6-RO;RML-P 6-RO
R 81F;RFG-RGDN;;
RGDN;RFG-RO;;
R160F;RF-RO;;
R163F;RF-RO;;
RDZ;RF-P 1-RO;;
RKLR;RF-RO;;
REMM;RF-P 1-RO;;
RTMU;RF-RO;;
RKOE;RF-RO;;
RRL;RF-P 2-RO;;
RKN;RF-P022-RO;;
RHZ;RF-P132-RO;;
RRI;RF-RO;;
R154O;RF-RO;;
R157O;RF-RO;;
RORW;RF-P232-RO;;
R256O;RF-RO;;
R257O;RF-RO;;
RLSW;RF-P632-RO;;
RFH;RML-P542-RO;;
RNS;RF-P442-RO;;
R354O;RF-RO;;
R357O;RF-RO;;
RO  S;RF-S190-ROG;;
RO;RO S-ROG;;
ROG A;;RO-T 23-RWAe;RO-T 23-RWAe
