STA_GRUPPENID;SYSTEMTRASSENANFORDERUNGID;BSTID;LAUFNR
1;1;AXFW;1
1;1;A096P;2
1;1;A099F;3
1;1;AFR;4
1;1;AFW;5
1;1;ATP;6
1;1;A090F;7
1;1;A091N;8
1;1;AJ;9
1;1;A088F;10
1;1;A089N;11
1;1;ASY;12
1;1;ASW;13
1;1;A086S;14
1;1;A087N;15
1;1;AOS;16
1;1;A85OW;17
1;1;A084F;18
1;1;A083N;19
1;1;AR;20
1;1;AON;21
1;1;ABM N;22
1;1;ABM S;23
1;1;A078F;24
1;1;A077N;25
1;1;ANF;26
1;1;A075N;27
1;1;A076F;28
1;1;AN  G;29
1;1;AN;30
1;1;A084K;31
1;1;A083A;32
1;1;A082K;33
1;1;A081A;34
1;1;ABRS;35
1;1;A072K;36
1;1;A071A;37
1;1;AWST;38
1;1;A062A;39
1;1;A061W;40
1;1;ADH;41
1;1;A052K;42
1;1;A051A;43
1;1;AHOT;44
1;1;AEL N;45
1;1;AEL;46
1;1;A046K;47
1;1;A049A;48
1;1;A44EL;49
1;1;A047A;50
1;1;A042T;51
1;1;A045A;52
1;1;A043A;53
1;1;ATM;54
1;1;A040K;55
1;1;A039A;56
1;1;A038K;57
1;1;APD;58
1;1;A036K;59
1;1;A037A;60
1;1;A035A;61
1;1;AP;62
1;1;A034K;63
1;1;A033A;64
1;1;A032K;65
1;1;A031A;66
1;1;AQE;67
1;1;AE  N;68
1;1;AE  O;69
1;1;AE  F;70
1;1;ALOF;71
1;1;ABAG;72
1;1;ABGL;73
1;1;AHOR;74
1;1;A293H;75
1;1;A294H;76
1;1;AHROO;77
1;1;A517B;78
1;1;AOHA;79
1;1;AVL;80
1;1;A510A;81
1;1;A511B;82
1;1;AWLBA;83
1;1;A506A;84
1;1;AWLBS;85
1;1;A504A;86
1;1;A505B;87
1;1;A502A;88
1;1;A503B;89
1;1;AHAR;90
1;1;A194A;91
1;1;A195B;92
1;1;A193H;93
1;1;A192A;94
1;1;AQM G;95
1;1;A191B;96
1;1;AMD;97
1;1;AM  O;98
1;1;AM  N;99
1;2;AM  O;1
1;2;AMD;2
1;2;A191B;3
1;2;AQM G;4
1;2;A192A;5
1;2;A193H;6
1;2;A195B;7
1;2;A194A;8
1;2;AHAR;9
1;2;A503B;10
1;2;A502A;11
1;2;A505B;12
1;2;A504A;13
1;2;AWLBS;14
1;2;A506A;15
1;2;AWLBA;16
1;2;A511B;17
1;2;A510A;18
1;2;AVL;19
1;2;AOHA;20
1;2;A517B;21
1;2;AHROO;22
1;2;A294H;23
1;2;A293H;24
1;2;AHOR;25
1;2;ABGL;26
1;2;ABAG;27
1;2;ALOF;28
1;2;AE  F;29
1;2;AE  O;30
1;2;AE  N;31
1;2;AQE;32
1;2;A031A;33
1;2;A032K;34
1;2;A033A;35
1;2;A034K;36
1;2;AP;37
1;2;A035A;38
1;2;A037A;39
1;2;A036K;40
1;2;APD;41
1;2;A038K;42
1;2;A039A;43
1;2;A040K;44
1;2;ATM;45
1;2;A043A;46
1;2;A045A;47
1;2;A042T;48
1;2;A047A;49
1;2;A44EL;50
1;2;A049A;51
1;2;A046K;52
1;2;AEL;53
1;2;AEL N;54
1;2;AHOT;55
1;2;A051A;56
1;2;A052K;57
1;2;ADH;58
1;2;A061W;59
1;2;A062A;60
1;2;AWST;61
1;2;A071A;62
1;2;A072K;63
1;2;ABRS;64
1;2;A081A;65
1;2;A082K;66
1;2;A083A;67
1;2;A084K;68
1;2;AN;69
1;2;AN  G;70
1;2;A076F;71
1;2;A075N;72
1;2;ANF;73
1;2;A077N;74
1;2;A078F;75
1;2;ABM S;76
1;2;ABM N;77
1;2;AON;78
1;2;AR;79
1;2;A083N;80
1;2;A084F;81
1;2;A85OW;82
1;2;AOS;83
1;2;A087N;84
1;2;A086S;85
1;2;ASW;86
1;2;ASY;87
1;2;A089N;88
1;2;A088F;89
1;2;AJ;90
1;2;A091N;91
1;2;A090F;92
1;2;ATP;93
1;2;AFW;94
1;2;AFR;95
1;2;A099F;96
1;2;A096P;97
1;2;AXFW;98
1;3;AM  O;1
1;3;AMD;2
1;3;A191B;3
1;3;AQM G;4
1;3;A192A;5
1;3;A193H;6
1;3;A195B;7
1;3;A194A;8
1;3;AHAR;9
1;3;A503B;10
1;3;A502A;11
1;3;A505B;12
1;3;A504A;13
1;3;AWLBS;14
1;3;A506A;15
1;3;AWLBA;16
1;3;A511B;17
1;3;A510A;18
1;3;AVL;19
1;3;AOHA;20
1;3;A517B;21
1;3;AHROO;22
1;3;A294H;23
1;3;A293H;24
1;3;AHOR;25
1;3;AWN F;26
1;3;A76WW;27
1;3;A74WR;28
1;3;A75WW;29
1;3;AOW;30
1;3;A72WR;31
1;3;A73RW;32
1;3;A71RW;33
1;3;ARAL;34
1;3;ARALB;35
1;3;A66RA;36
1;3;A065A;37
1;3;A064R;38
1;3;A063A;39
1;3;AQAH;40
1;3;A062R;41
1;3;A061A;42
1;3;A60RA;43
1;3;A059A;44
1;3;AAHR;45
1;3;AAHN;46
1;3;A53BA;47
1;3;AAHG;48
1;3;A052A;49
1;3;A51BA;50
1;3;ABAE;51
1;3;A046B;52
1;3;A45KB;53
1;3;AKUP;54
1;3;A44BO;55
1;3;A43OK;56
1;3;A042K;57
1;3;A41OK;58
1;3;AO;59
1;3;A32OR;60
1;3;A31RO;61
1;3;ARD;62
1;3;A022R;63
1;3;A21NR;64
1;3;AA112;65
1;3;AR111;66
1;3;ALRA;67
1;3;AL;68
1;4;AL;1
1;4;ALRA;2
1;4;AR111;3
1;4;AA112;4
1;4;A21NR;5
1;4;A022R;6
1;4;ARD;7
1;4;A31RO;8
1;4;A32OR;9
1;4;AO;10
1;4;A41OK;11
1;4;A042K;12
1;4;A43OK;13
1;4;A44BO;14
1;4;AKUP;15
1;4;A45KB;16
1;4;A046B;17
1;4;ABAE;18
1;4;A51BA;19
1;4;A052A;20
1;4;AAHG;21
1;4;A53BA;22
1;4;AAHN;23
1;4;AAHR;24
1;4;A059A;25
1;4;A60RA;26
1;4;A061A;27
1;4;A062R;28
1;4;AQAH;29
1;4;A063A;30
1;4;A064R;31
1;4;A065A;32
1;4;A66RA;33
1;4;ARALB;34
1;4;ARAL;35
1;4;A71RW;36
1;4;A73RW;37
1;4;A72WR;38
1;4;AOW;39
1;4;A75WW;40
1;4;A74WR;41
1;4;A76WW;42
1;4;AWN F;43
1;4;AHOR;44
1;4;A293H;45
1;4;A294H;46
1;4;AHROO;47
1;4;A517B;48
1;4;AOHA;49
1;4;AVL;50
1;4;A510A;51
1;4;A511B;52
1;4;AWLBA;53
1;4;A506A;54
1;4;AWLBS;55
1;4;A504A;56
1;4;A505B;57
1;4;A502A;58
1;4;A503B;59
1;4;AHAR;60
1;4;A194A;61
1;4;A195B;62
1;4;A193H;63
1;4;A192A;64
1;4;AQM G;65
1;4;A191B;66
1;4;AMD;67
1;4;AM  O;68
1;4;AM  N;69
1;5;AM  O;1
1;5;AMD;2
1;5;A191B;3
1;5;AQM G;4
1;5;A192A;5
1;5;A193H;6
1;5;A195B;7
1;5;A194A;8
1;5;AHAR;9
1;5;A503B;10
1;5;A502A;11
1;5;A505B;12
1;5;A504A;13
1;5;AWLBS;14
1;5;A506A;15
1;5;AWLBA;16
1;5;A511B;17
1;5;A510A;18
1;5;AVL;19
1;5;AOHA;20
1;5;A517B;21
1;5;AHROO;22
1;5;AHROF;23
1;5;A494R;24
1;5;A493R;25
1;5;AHBIA;26
1;5;A490B;27
1;5;A489B;28
1;5;A488B;29
1;5;A487B;30
1;5;AALM;31
1;5;ABG G;32
1;5;ABG;33
1;5;AQRB;34
1;5;A484R;35
1;5;A483R;36
1;5;A482A;37
1;5;A481S;38
1;5;A480R;39
1;5;A479A;40
1;5;AAH A;41
1;5;A576W;42
1;5;A976A;43
1;5;AFRD;44
1;5;A577W;45
1;5;A977W;46
1;5;A476W;47
1;5;A477W;48
1;5;A474S;49
1;5;A475F;50
1;5;A472S;51
1;5;A473F;52
1;5;A470S;53
1;5;A471F;54
1;5;ASWA;55
1;5;A468S;56
1;5;A469S;57
1;5;A466M;58
1;5;A467M;59
1;5;AMUE;60
1;5;A464S;61
1;5;A465M;62
1;5;ASTT;63
1;5;ABCHG;64
1;5;ABCH;65
1;5;A5986;66
1;5;YBWSB;67
1;5;WQSA;68
1;5;W5987;69
1;5;WSAH;70
1;5;W5882;71
1;5;W5892;72
1;5;W5883;73
1;5;WBZ;74
1;5;W5884;75
1;5;W5895;76
1;5;W5885;77
1;5;W5782;78
1;5;W5792;79
1;5;W5783;80
1;5;WBRH;81
1;5;W5682;82
1;5;W5683;83
1;5;WPRZ;84
1;5;W5684;85
1;5;W5695;86
1;5;W5685;87
1;5;W5082;88
1;5;W5092;89
1;5;W5083;90
1;5;WHL;91
1;5;W5084;92
1;5;W5595;93
1;5;W5585;94
1;5;WSTK;95
1;5;W5582;96
1;5;W5592;97
1;5;W5583;98
1;5;WJAS;99
1;5;W5584;100
1;5;W5483;101
1;5;WL;102
1;5;W5486;103
1;5;W5487;104
1;5;W5484;105
1;5;W5485;106
1;5;W5382;107
1;5;W5383;108
1;5;WGRB;109
1;5;W5388;110
1;5;W5389;111
1;5;W5386;112
1;5;W5395;113
1;5;W5387;114
1;5;W5284;115
1;5;W5294;116
1;5;W5285;117
1;5;W5282;118
1;5;W5283;119
1;5;WQKW;120
1;5;WKWA;121
1;5;W5290;122
1;5;W5291;123
1;5;W5288;124
1;5;W5295;125
1;5;W5289;126
1;5;W5286;127
1;5;W5287;128
1;5;W5184;129
1;5;W5194;130
1;5;W5185;131
1;5;W5182;132
1;5;W5183;133
1;5;WKT;134
1;5;W5190;135
1;5;W5191;136
1;5;W5195;137
1;5;W5188;138
1;5;W5187;139
1;5;W3786;140
1;5;W3794;141
1;5;W3785;142
1;5;W3782;143
1;5;W3783;144
1;5;WDN;145
1;5;W3788;146
1;5;W3791;147
1;5;W3795;148
1;5;W3784;149
1;5;W3787;150
1;5;W3780;151
1;5;W3796;152
1;5;W3779;153
1;5;W3776;154
1;5;W3775;155
1;5;WW  N;156
1;5;WW;157
1;6;WW;1
1;6;WW  N;2
1;6;W3775;3
1;6;W3776;4
1;6;W3779;5
1;6;W3796;6
1;6;W3780;7
1;6;W3787;8
1;6;W3784;9
1;6;W3795;10
1;6;W3791;11
1;6;W3788;12
1;6;WDN;13
1;6;W3783;14
1;6;W3782;15
1;6;W3785;16
1;6;W3794;17
1;6;W3786;18
1;6;W5187;19
1;6;W5188;20
1;6;W5195;21
1;6;W5191;22
1;6;W5190;23
1;6;WKT;24
1;6;W5183;25
1;6;W5182;26
1;6;W5185;27
1;6;W5194;28
1;6;W5184;29
1;6;W5287;30
1;6;W5286;31
1;6;W5289;32
1;6;W5295;33
1;6;W5288;34
1;6;W5291;35
1;6;W5290;36
1;6;WKWA;37
1;6;WQKW;38
1;6;W5283;39
1;6;W5282;40
1;6;W5285;41
1;6;W5294;42
1;6;W5284;43
1;6;W5387;44
1;6;W5395;45
1;6;W5386;46
1;6;W5389;47
1;6;W5388;48
1;6;WGRB;49
1;6;W5383;50
1;6;W5382;51
1;6;W5485;52
1;6;W5484;53
1;6;W5487;54
1;6;W5486;55
1;6;WL;56
1;6;W5483;57
1;6;W5584;58
1;6;WJAS;59
1;6;W5583;60
1;6;W5592;61
1;6;W5582;62
1;6;WSTK;63
1;6;W5585;64
1;6;W5595;65
1;6;W5084;66
1;6;WHL;67
1;6;W5083;68
1;6;W5092;69
1;6;W5082;70
1;6;W5685;71
1;6;W5695;72
1;6;W5684;73
1;6;WPRZ;74
1;6;W5683;75
1;6;W5682;76
1;6;WBRH;77
1;6;W5783;78
1;6;W5792;79
1;6;W5782;80
1;6;W5885;81
1;6;W5895;82
1;6;W5884;83
1;6;WBZ;84
1;6;W5883;85
1;6;W5892;86
1;6;W5882;87
1;6;WSAH;88
1;6;W5987;89
1;6;WQSA;90
1;6;YBWSB;91
1;6;A5986;92
1;6;ABCH;93
1;6;ABCHG;94
1;6;ASTT;95
1;6;A465M;96
1;6;A464S;97
1;6;AMUE;98
1;6;A467M;99
1;6;A466M;100
1;6;A469S;101
1;6;A468S;102
1;6;ASWA;103
1;6;A471F;104
1;6;A470S;105
1;6;A473F;106
1;6;A472S;107
1;6;A475F;108
1;6;A474S;109
1;6;A477W;110
1;6;A476W;111
1;6;A977W;112
1;6;A577W;113
1;6;AFRD;114
1;6;A976A;115
1;6;A576W;116
1;6;AAH A;117
1;6;A479A;118
1;6;A480R;119
1;6;A481S;120
1;6;A482A;121
1;6;A483R;122
1;6;A484R;123
1;6;AQRB;124
1;6;ABG;125
1;6;ABG G;126
1;6;AALM;127
1;6;A487B;128
1;6;A488B;129
1;6;A489B;130
1;6;A490B;131
1;6;AHBIA;132
1;6;A493R;133
1;6;A494R;134
1;6;AHROF;135
1;6;AHROO;136
1;6;A517B;137
1;6;AOHA;138
1;6;AVL;139
1;6;A510A;140
1;6;A511B;141
1;6;AWLBA;142
1;6;A506A;143
1;6;AWLBS;144
1;6;A504A;145
1;6;A505B;146
1;6;A502A;147
1;6;A503B;148
1;6;AHAR;149
1;6;A194A;150
1;6;A195B;151
1;6;A193H;152
1;6;A192A;153
1;6;AQM G;154
1;6;A191B;155
1;6;AMD;156
1;6;AM  O;157
1;6;AM  N;158
1;7;WW;1
1;7;WW  N;2
1;7;W3775;3
1;7;W3776;4
1;7;W3779;5
1;7;W3796;6
1;7;W3780;7
1;7;W3787;8
1;7;W3784;9
1;7;W3795;10
1;7;W3791;11
1;7;W3788;12
1;7;WDN;13
1;7;W3783;14
1;7;W3782;15
1;7;W3785;16
1;7;W3794;17
1;7;W3786;18
1;7;W5187;19
1;7;W5188;20
1;7;W5195;21
1;7;W5191;22
1;7;W5190;23
1;7;WKT;24
1;7;W5183;25
1;7;W5182;26
1;7;W5185;27
1;7;W5194;28
1;7;W5184;29
1;7;W5287;30
1;7;W5286;31
1;7;W5289;32
1;7;W5295;33
1;7;W5288;34
1;7;W5291;35
1;7;W5290;36
1;7;WKWA;37
1;7;WQKW;38
1;7;W5283;39
1;7;W5282;40
1;7;W5285;41
1;7;W5294;42
1;7;W5284;43
1;7;W5387;44
1;7;W5395;45
1;7;W5386;46
1;7;W5389;47
1;7;W5388;48
1;7;WGRB;49
1;7;W5383;50
1;7;W5382;51
1;7;W5485;52
1;7;W5484;53
1;7;W5487;54
1;7;W5486;55
1;7;WL;56
1;7;W5471;57
1;7;W5472;58
1;7;WLOW;59
1;7;WRW;60
1;7;WSLT;61
1;7;WHO;62
1;7;WSS;63
1;7;W6383;64
1;7;W6394;65
1;7;WSGR;66
1;7;WSGN;67
1;7;W6293;68
1;7;W6292;69
1;7;WSMI;70
1;7;WS;71
1;7;WCAH;72
1;7;WLST;73
1;7;W 91;74
1;7;W 92;75
1;7;W 94;76
1;7;W 93;77
1;7;W 96;78
1;7;WK;79
1;7;WVE;80
1;7;WBL;81
1;7;WFRW;82
1;7;WWRN;83
1;7;WB;84
1;7;WSN S;85
1;7;WSN;86
1;7;WHU;87
1;7;WPOE;88
1;7;WPF;89
1;7;WDF;90
1;7;WDF N;91
1;7;WWBW;92
1;7;WWBO;93
1;7;WRK;94
1;7;WRKD;95
1;7;WRSS;96
1;7;WRS;97
1;8;WRS;1
1;8;WRSS;2
1;8;WRKD;3
1;8;WRK;4
1;8;WWBO;5
1;8;WWBW;6
1;8;WDF N;7
1;8;WDF;8
1;8;WPF;9
1;8;WPOE;10
1;8;WHU;11
1;8;WSN;12
1;8;WSN S;13
1;8;WB;14
1;8;WWRN;15
1;8;WFRW;16
1;8;WBL;17
1;8;WVE;18
1;8;WK;19
1;8;W 96;20
1;8;W 93;21
1;8;W 94;22
1;8;W 92;23
1;8;W 91;24
1;8;WLST;25
1;8;WCAH;26
1;8;WS;27
1;8;WSMI;28
1;8;W6292;29
1;8;W6293;30
1;8;WSGN;31
1;8;WSGR;32
1;8;W6394;33
1;8;W6383;34
1;8;WSS;35
1;8;WHO;36
1;8;WSLT;37
1;8;WRW;38
1;8;WLOW;39
1;8;W5472;40
1;8;W5471;41
1;8;WL;42
1;8;W5486;43
1;8;W5487;44
1;8;W5484;45
1;8;W5485;46
1;8;W5382;47
1;8;W5383;48
1;8;WGRB;49
1;8;W5388;50
1;8;W5389;51
1;8;W5386;52
1;8;W5395;53
1;8;W5387;54
1;8;W5284;55
1;8;W5294;56
1;8;W5285;57
1;8;W5282;58
1;8;W5283;59
1;8;WQKW;60
1;8;WKWA;61
1;8;W5290;62
1;8;W5291;63
1;8;W5288;64
1;8;W5295;65
1;8;W5289;66
1;8;W5286;67
1;8;W5287;68
1;8;W5184;69
1;8;W5194;70
1;8;W5185;71
1;8;W5182;72
1;8;W5183;73
1;8;WKT;74
1;8;W5190;75
1;8;W5191;76
1;8;W5195;77
1;8;W5188;78
1;8;W5187;79
1;8;W3786;80
1;8;W3794;81
1;8;W3785;82
1;8;W3782;83
1;8;W3783;84
1;8;WDN;85
1;8;W3788;86
1;8;W3791;87
1;8;W3795;88
1;8;W3784;89
1;8;W3787;90
1;8;W3780;91
1;8;W3796;92
1;8;W3779;93
1;8;W3776;94
1;8;W3775;95
1;8;WW  N;96
1;8;WW;97
2;9;WRS;1
2;9;WRD;2
2;9;WRSS;3
2;9;WKV;4
2;9;W692;5
2;9;WST;6
2;9;W681;7
2;9;WKRP;8
2;9;WLA;9
2;9;WSBN;10
2;9;WSBA;11
2;9;WPZ;12
2;9;WPZA;13
2;9;WLDO;14
2;9;WLG;15
2;9;WVR;16
2;9;W 158;17
2;9;W 156;18
2;9;W 157;19
2;9;W 155;20
2;9;WGOH;21
2;9;WWR;22
2;9;WKGW;23
2;9;W 116;24
2;9;W 118;25
2;9;W 117;26
2;9;W 115;27
2;9;WKG;28
2;9;W 112;29
2;9;W 114;30
2;9;W 113;31
2;9;W 111;32
2;9;WNT;33
2;9;W076;34
2;9;W075;35
2;9;WDRE;36
2;9;W074;37
2;9;W072;38
2;9;W073;39
2;9;W071;40
2;9;WQF;41
2;9;WF;42
2;9;W056;43
2;9;W055;44
2;9;W054;45
2;9;W053;46
2;9;WDWE;47
2;9;WSEI;48
2;9;WGRA;49
2;9;W 044;50
2;9;W 042;51
2;9;W 043;52
2;9;W 041;53
2;9;WLO;54
2;9;W 212;55
2;9;W 214;56
2;9;WGRG;57
2;9;W 193;58
2;9;W 191;59
2;9;WNAS;60
2;9;BSAH;61
2;9;BOR;62
2;9;BBOD;63
2;9;BBI N;64
2;9;BBI;65
2;10;BBI;1
2;10;BBI N;2
2;10;BBOD;3
2;10;BOR;4
2;10;BSAH;5
2;10;WNAS;6
2;10;W 191;7
2;10;W 193;8
2;10;WGRG;9
2;10;W 214;10
2;10;W 212;11
2;10;WLO;12
2;10;W 041;13
2;10;W 043;14
2;10;W 042;15
2;10;W 044;16
2;10;WGRA;17
2;10;WSEI;18
2;10;WDWE;19
2;10;W053;20
2;10;W054;21
2;10;W055;22
2;10;W056;23
2;10;WF;24
2;10;WQF;25
2;10;W071;26
2;10;W073;27
2;10;W072;28
2;10;W074;29
2;10;WDRE;30
2;10;W075;31
2;10;W076;32
2;10;WNT;33
2;10;W 111;34
2;10;W 113;35
2;10;W 114;36
2;10;W 112;37
2;10;WKG;38
2;10;W 115;39
2;10;W 117;40
2;10;W 118;41
2;10;W 116;42
2;10;WKGW;43
2;10;WWR;44
2;10;WGOH;45
2;10;W 155;46
2;10;W 157;47
2;10;W 156;48
2;10;W 158;49
2;10;WVR;50
2;10;WLG;51
2;10;WLDO;52
2;10;WPZA;53
2;10;WPZ;54
2;10;WSBA;55
2;10;WSBN;56
2;10;WLA;57
2;10;WKRP;58
2;10;W681;59
2;10;WST;60
2;10;W692;61
2;10;WKV;62
2;10;WRSS;63
2;10;WRS;64
2;11;WPS;1
2;11;WA;2
2;11;W9906;3
2;11;W9907;4
2;11;W9905;5
2;11;W9704;6
2;11;W9703;7
2;11;WCO;8
2;11;WCOK;9
2;11;W9701;10
2;11;W9702;11
2;11;WBR;12
2;11;WE;13
2;11;W9502;14
2;11;W9501;15
2;11;W9404;16
2;11;W9403;17
2;11;W9412;18
2;11;WMCH;19
2;11;WBT;20
2;11;W9402;21
2;11;W9401;22
2;11;WRZ;23
2;11;W9206;24
2;11;W9205;25
2;11;BBRN;26
2;11;B9203;27
2;11;B9204;28
2;11;BQBU;29
2;11;B9201;30
2;11;B9202;31
2;11;BKAR;32
2;12;BKAR;1
2;12;B9202;2
2;12;B9201;3
2;12;BQBU;4
2;12;B9204;5
2;12;B9203;6
2;12;BBRN;7
2;12;W9205;8
2;12;W9206;9
2;12;WRZ;10
2;12;W9401;11
2;12;W9402;12
2;12;WBT;13
2;12;WMCH;14
2;12;W9412;15
2;12;W9403;16
2;12;W9404;17
2;12;W9501;18
2;12;W9502;19
2;12;WE;20
2;12;WBR;21
2;12;W9702;22
2;12;W9701;23
2;12;WCOK;24
2;12;WCO;25
2;12;W9703;26
2;12;W9704;27
2;12;W9905;28
2;12;W9907;29
2;12;W9906;30
2;12;WA;31
2;12;WPS;32
2;13;BODK;1
2;13;BFP;2
2;13;B7060;3
2;13;B7059;4
2;13;B7058;5
2;13;B7057;6
2;13;B7056;7
2;13;B7055;8
2;13;BFRS;9
2;13;B7054;10
2;13;B7053;11
2;13;B7052;12
2;13;B7051;13
2;13;B6950;14
2;13;B6949;15
2;13;BPIL;16
2;13;B6948;17
2;13;B6947;18
2;13;B6946;19
2;13;BJF;20
2;13;B6945;21
2;13;B6844;22
2;13;B6843;23
2;13;B6842;24
2;13;B6841;25
2;13;BBSN;26
2;13;B6840;27
2;13;B6839;28
2;13;B6838;29
2;13;B6837;30
2;13;B6836;31
2;13;B6735;32
2;13;B6734;33
2;13;B6733;34
2;13;B6732;35
2;13;B6731;36
2;13;BBKR;37
2;13;B6730;38
2;13;B6729;39
2;13;B6728;40
2;13;B6527;41
2;13;B6526;42
2;13;B6525;43
2;13;BFUW;44
2;13;B6524;45
2;13;B6523;46
2;13;B6522;47
2;13;B6521;48
2;13;B6420;49
2;13;B6419;50
2;13;B6418;51
2;13;B6417;52
2;13;B6416;53
2;13;B6415;54
2;13;BHGB;55
2;13;B6414;56
2;13;B6413;57
2;13;B6412;58
2;13;B6411;59
2;13;B6410;60
2;13;B6409;61
2;13;B6308;62
2;13;B6307;63
2;13;B6306;64
2;13;B6305;65
2;13;BFS;66
2;13;B6304;67
2;13;B6302;68
2;13;B6303;69
2;13;B6214;70
2;13;B6263;71
2;13;B6213;72
2;13;BERK;73
2;13;BQER;74
2;13;B6211;75
2;13;B6110;76
2;13;B6109;77
2;13;BRDF;78
2;13;BFHG;79
2;13;BKP;80
2;14;BKP;1
2;14;BFHG;2
2;14;BRDF;3
2;14;B6109;4
2;14;B6110;5
2;14;B6211;6
2;14;BQER;7
2;14;BERK;8
2;14;B6213;9
2;14;B6263;10
2;14;B6214;11
2;14;B6303;12
2;14;B6302;13
2;14;B6304;14
2;14;BFS;15
2;14;B6305;16
2;14;B6306;17
2;14;B6307;18
2;14;B6308;19
2;14;B6409;20
2;14;B6410;21
2;14;B6411;22
2;14;B6412;23
2;14;B6413;24
2;14;B6414;25
2;14;BHGB;26
2;14;B6415;27
2;14;B6416;28
2;14;B6417;29
2;14;B6418;30
2;14;B6419;31
2;14;B6420;32
2;14;B6521;33
2;14;B6522;34
2;14;B6523;35
2;14;B6524;36
2;14;BFUW;37
2;14;B6525;38
2;14;B6526;39
2;14;B6527;40
2;14;B6728;41
2;14;B6729;42
2;14;B6730;43
2;14;BBKR;44
2;14;B6731;45
2;14;B6732;46
2;14;B6733;47
2;14;B6734;48
2;14;B6735;49
2;14;B6836;50
2;14;B6837;51
2;14;B6838;52
2;14;B6839;53
2;14;B6840;54
2;14;BBSN;55
2;14;B6841;56
2;14;B6842;57
2;14;B6843;58
2;14;B6844;59
2;14;B6945;60
2;14;BJF;61
2;14;B6946;62
2;14;B6947;63
2;14;B6948;64
2;14;BPIL;65
2;14;B6949;66
2;14;B6950;67
2;14;B7051;68
2;14;B7052;69
2;14;B7053;70
2;14;B7054;71
2;14;BFRS;72
2;14;B7055;73
2;14;B7056;74
2;14;B7057;75
2;14;B7058;76
2;14;B7059;77
2;14;B7060;78
2;14;BFP;79
2;14;BODK;80
3;15;HBHP;1
3;15;HBHLA;2
3;15;HBHL;3
3;15;HBH;4
3;15;HBWU;5
3;15;HQLO;6
3;15;HLOA;7
3;15;HLOX;8
3;15;H804L;9
3;15;H805L;10
3;15;H815L;11
3;15;H814L;12
3;15;H823L;13
3;15;H802L;14
3;15;HLUN;15
3;15;H803L;16
3;15;H801L;17
3;15;HSUB;18
3;15;HLBR;19
3;15;HOLB;20
3;15;HOSS;21
3;15;H222R;22
3;15;H223O;23
3;15;HRTH;24
3;15;H220B;25
3;15;HQRT;26
3;15;H221R;27
3;15;HBB;28
3;15;H210B;29
3;15;H214B;30
3;15;H213B;31
3;15;H215B;32
3;15;H212B;33
3;15;H211B;34
3;15;HBOS;35
3;15;HBR E;36
3;16;HBR M;1
3;16;HBR E;2
3;16;HBOS;3
3;16;H211B;4
3;16;H212B;5
3;16;H215B;6
3;16;H213B;7
3;16;H214B;8
3;16;H210B;9
3;16;HBB;10
3;16;H221R;11
3;16;HQRT;12
3;16;H220B;13
3;16;HRTH;14
3;16;H223O;15
3;16;H222R;16
3;16;HOSS;17
3;16;HOLB;18
3;16;HLBR;19
3;16;HSUB;20
3;16;H801L;21
3;16;H803L;22
3;16;HLUN;23
3;16;H802L;24
3;16;H823L;25
3;16;H814L;26
3;16;H815L;27
3;16;H805L;28
3;16;H804L;29
3;16;HLOX;30
3;16;HLOA;31
3;16;HQLO;32
3;16;HBWU;33
3;16;HBH;34
3;16;HBHL;35
3;16;HBHLA;36
3;16;HBHP;37
4;17;HER;1
4;17;H354E;2
4;17;H351E;3
4;17;HODU;4
4;17;H06OL;5
4;17;H05LO;6
4;17;HNM;7
4;17;HLEE;8
4;17;HLEEP;9
4;17;HLEEA;10
4;17;H02LP;11
4;17;H01PL;12
4;17;HIHV;13
4;17;HPAP;14
4;17;HASD;15
4;17;HLE;16
4;17;HDOP;17
4;17;H22DL;18
4;17;H21LD;19
4;17;HLAT;20
4;17;H02LH;21
4;17;H01HL;22
4;17;HHAR;23
4;17;HRWA;24
4;17;H12HM;25
4;17;H11MH;26
4;17;HMEP;27
4;17;H02ML;28
4;17;H01GM;29
4;17;HGEE;30
4;17;HHOHA;31
4;17;HLIS;32
4;17;HLIG;33
4;17;HFAS;34
4;17;HHKF;35
4;17;HLED;36
4;17;HEM;37
4;17;HSAL;38
4;17;H06SR;39
4;17;H05RS;40
4;17;HQR;41
4;17;H2014;42
4;17;H2024;43
4;17;H2013;44
4;17;HR;45
4;17;H08EH;46
4;17;H07HE;47
4;17;H06EH;48
4;17;H05HE;49
4;17;HHTL;50
4;17;HESH;51
4;17;HI;52
4;17;H04IL;53
4;17;HLGG;54
4;17;H03VL;55
4;17;HVEP;56
4;17;HLOT;57
4;17;HQOE;58
4;17;HOE;59
4;17;H44EH;60
4;17;H43HE;61
4;17;H42EH;62
4;17;H41HE;63
4;17;HOHT;64
4;17;HO  U;65
4;17;HOR O;66
4;18;HOR O;1
4;18;HO  U;2
4;18;HOHT;3
4;18;H41HE;4
4;18;H42EH;5
4;18;H43HE;6
4;18;H44EH;7
4;18;HOE;8
4;18;HQOE;9
4;18;HLOT;10
4;18;HVEP;11
4;18;H03VL;12
4;18;HLGG;13
4;18;H04IL;14
4;18;HI;15
4;18;HESH;16
4;18;HHTL;17
4;18;H05HE;18
4;18;H06EH;19
4;18;H07HE;20
4;18;H08EH;21
4;18;HR;22
4;18;H2013;23
4;18;H2024;24
4;18;H2014;25
4;18;HQR;26
