STA_GRUPPENID;SYSTEMTRASSENANFORDERUNGID;BSTID;LAUFNR
33;212;TTM;5
33;212;T268V;6
33;212;TBM;7
33;212;T293H;8
33;212;T294H;9
33;212;TBE;10
33;212;TBEA;11
33;212;TWH;12
33;212;TKMA;13
33;212;TKM;14
33;212;T298H;15
33;212;T299H;16
33;212;TLN;17
33;212;T 51H;18
33;212;T 52H;19
33;212;TNO;20
33;212;T 53H;21
33;212;T 54H;22
33;212;TH  K;23
33;212;TH  S;24
33;212;TH  G;25
33;212;TH;26
33;212;THST;27
33;212;T 13H;28
33;212;T 14H;29
33;212;TN;30
33;212;T 18O;31
33;212;T 17O;32
33;212;TBK;33
33;212;TBKA;34
33;212;TBFS;35
33;212;TBF;36
33;212;TUG;37
33;212;T 21O;38
33;212;T 22O;39
33;212;THZ;40
33;212;TND;41
33;212;T 23O;42
33;212;T 24O;43
33;212;TSY;44
33;212;TZU;45
33;212;TML;46
33;212;TRO;47
33;212;T 31O;48
33;212;T 32O;49
33;212;TSE;50
33;212;T 33O;51
33;212;T 34O;52
33;212;TAD;53
33;212;TO;54
33;212;TRBG;55
33;212;T 40O;56
33;212;T 41O;57
33;212;TEU;58
33;212;T 43O;59
33;212;T 44O;60
33;212;YKMBE;61
33;212;TBOX;62
33;212;T 262;63
33;212;T 261;64
33;212;TKF;65
33;212;TL;66
33;212;TGLH;67
33;212;TGRB;68
33;212;TGRS;69
33;212;T 375;70
33;212;TZI;71
33;212;T 376;72
33;212;TWIT;73
33;212;TGRN;74
33;212;TQGR;75
33;212;TKU;76
33;212;T 555;77
33;212;T 556;78
33;212;TGN;79
33;212;T 675;80
33;212;T 676;81
33;212;TRCB;82
33;212;NWHW;83
33;212;NWHWU;84
33;212;N 953;85
33;212;N952A;86
33;212;N 955;87
33;212;N954A;88
33;212;NWS;89
33;212;N 957;90
33;212;N 956;91
33;212;NWH;92
33;212;N 973;93
33;212;NWR U;94
33;213;NWR U;1
33;213;NWH F;2
33;213;NWH;3
33;213;N 956;4
33;213;N 957;5
33;213;NWS;6
33;213;N954A;7
33;213;N 955;8
33;213;N952A;9
33;213;N 953;10
33;213;NWHWU;11
33;213;NWHO;12
33;213;N 50A;13
33;213;N 51A;14
33;213;NWN;15
33;213;NGOD;16
33;213;N 49A;17
33;213;N 48A;18
33;213;NOF;19
33;213;NMT;20
33;213;N  46;21
33;213;N 47A;22
33;213;N  45;23
33;213;N 44B;24
33;213;NHH;25
33;213;NU;26
33;213;N 41B;27
33;213;N 38B;28
33;213;N 38D;29
33;213;NERM;30
33;213;N 39B;31
33;213;N 36A;32
33;213;N 36C;33
33;213;N 37B;34
33;213;NSTN;35
33;213;NBUW;36
33;213;N 34B;37
33;213;N 35A;38
33;213;N 32A;39
33;213;N 33A;40
33;213;NON;41
33;213;N 31C;42
33;213;N 30B;43
33;213;N 29B;44
33;213;N 28B;45
33;213;NLE;46
33;213;N 26C;47
33;213;N 27B;48
33;213;NAN;49
33;213;N 20A;50
33;213;N  19;51
33;213;N 18A;52
33;213;N 118;53
33;213;N  17;54
33;213;N 117;55
33;213;NANS;56
33;213;N 16A;57
33;213;N 15A;58
33;213;NTF;59
33;213;N 13B;60
33;213;N 14B;61
33;213;NMS;62
33;213;N 11B;63
33;213;N 12B;64
33;213;NGUN;65
33;213;N 10C;66
33;213;N  9A;67
33;213;NWD;68
33;213;N 608;69
33;213;N 607;70
33;213;N 606;71
33;213;N 705;72
33;213;N 605;73
33;213;N 604;74
33;213;N 603;75
33;213;N 602;76
33;213;N 601;77
33;213;MTL;78
33;214;MTL;1
33;214;N 601;2
33;214;N 602;3
33;214;N 603;4
33;214;N 604;5
33;214;N 605;6
33;214;N 705;7
33;214;N 606;8
33;214;N 607;9
33;214;N 608;10
33;214;NWD;11
33;214;N  9A;12
33;214;N 10C;13
33;214;NGUN;14
33;214;N 12B;15
33;214;N 11B;16
33;214;NMS;17
33;214;N 14B;18
33;214;N 13B;19
33;214;NTF;20
33;214;N 15A;21
33;214;N 16A;22
33;214;NANS;23
33;214;N 117;24
33;214;N  17;25
33;214;N 118;26
33;214;N 18A;27
33;214;N  19;28
33;214;N 20A;29
33;214;NAN;30
33;214;N 27B;31
33;214;N 26C;32
33;214;NLE;33
33;214;N 28B;34
33;214;N 29B;35
33;214;N 30B;36
33;214;N 31C;37
33;214;NON;38
33;214;N 33A;39
33;214;N 32A;40
33;214;N 35A;41
33;214;N 34B;42
33;214;NBUW;43
33;214;NSTN;44
33;214;N 37B;45
33;214;N 36C;46
33;214;N 36A;47
33;214;N 39B;48
33;214;NERM;49
33;214;N 38D;50
33;214;N 38B;51
33;214;N 41B;52
33;214;NU;53
33;214;NHH;54
33;214;N 44B;55
33;214;N  45;56
33;214;N 47A;57
33;214;N  46;58
33;214;NMT;59
33;214;NOF;60
33;214;N 48A;61
33;214;N 49A;62
33;214;NGOD;63
33;214;NWN;64
33;214;N 51A;65
33;214;N 50A;66
33;214;NWHO;67
33;214;NWHWU;68
33;214;N 953;69
33;214;N952A;70
33;214;N 955;71
33;214;N954A;72
33;214;NWS;73
33;214;N 957;74
33;214;N 956;75
33;214;NWH;76
33;214;N 973;77
33;214;NWR U;78
33;215;NWR U;1
33;215;NWH F;2
33;215;NWH;3
33;215;N 956;4
33;215;N 957;5
33;215;NWS;6
33;215;N954A;7
33;215;N 955;8
33;215;N952A;9
33;215;N 953;10
33;215;NWHWU;11
33;215;NWHO;12
33;215;N 50A;13
33;215;N 51A;14
33;215;NWN;15
33;215;NGOD;16
33;215;N 49A;17
33;215;N 48A;18
33;215;NOF;19
33;215;NMT;20
33;215;N  46;21
33;215;N 47A;22
33;215;N  45;23
33;215;N 44B;24
33;215;NHH;25
33;215;NU;26
33;215;N 41B;27
33;215;N 38B;28
33;215;N 38D;29
33;215;NERM;30
33;215;N 39B;31
33;215;N 36A;32
33;215;N 36C;33
33;215;N 37B;34
33;215;NSTN;35
33;215;NBUW;36
33;215;N 34B;37
33;215;N 35A;38
33;215;N 32A;39
33;215;N 33A;40
33;215;NON;41
33;215;N 31C;42
33;215;N 30B;43
33;215;N 29B;44
33;215;N 28B;45
33;215;NLE;46
33;215;N 26C;47
33;215;N 27B;48
33;215;NAN;49
33;215;N  78;50
33;215;N 75B;51
33;215;N 76A;52
33;215;N 73E;53
33;215;N 71D;54
33;215;N 74F;55
33;215;N 72E;56
33;215;N 69C;57
33;215;NSA;58
33;215;N 70B;59
33;215;N 67C;60
33;215;N 68C;61
33;215;NWK;62
33;215;N 65B;63
33;215;NPEN;64
33;215;N 66A;65
33;215;N 64A;66
33;215;N 63B;67
33;215;NHE;68
33;215;N 61D;69
33;215;N 62D;70
33;215;N 59C;71
33;215;NRAH;72
33;215;N 60D;73
33;215;N 57D;74
33;215;N 58E;75
33;215;NRW;76
33;215;NRL;77
33;215;N 55C;78
33;215;NAWN;79
33;215;N 56D;80
33;215;N 54E;81
33;215;N 53F;82
33;215;NOA;83
33;215;N 52E;84
33;215;NUA;85
33;215;N 51C;86
33;215;NNST;87
33;215;NHMA;88
33;215;N 821;89
33;215;NNR B;90
33;215;N773A;91
33;215;NNR E;92
33;216;NNR A;1
33;216;NNR B;2
33;216;N 821;3
33;216;NHMA;4
33;216;NNST;5
33;216;N 51C;6
33;216;NUA;7
33;216;N 52E;8
33;216;NOA;9
33;216;N 53F;10
33;216;N 54E;11
33;216;N 56D;12
33;216;NAWN;13
33;216;N 55C;14
33;216;NRL;15
33;216;NRW;16
33;216;N 58E;17
33;216;N 57D;18
33;216;N 60D;19
33;216;NRAH;20
33;216;N 59C;21
33;216;N 62D;22
33;216;N 61D;23
33;216;NHE;24
33;216;N 63B;25
33;216;N 64A;26
33;216;N 66A;27
33;216;NPEN;28
33;216;N 65B;29
33;216;NWK;30
33;216;N 68C;31
33;216;N 67C;32
33;216;N 70B;33
33;216;NSA;34
33;216;N 69C;35
33;216;N 72E;36
33;216;N 74F;37
33;216;N 71D;38
33;216;N 73E;39
33;216;N 76A;40
33;216;N 75B;41
33;216;N  78;42
33;216;NAN;43
33;216;N 27B;44
33;216;N 26C;45
33;216;NLE;46
33;216;N 28B;47
33;216;N 29B;48
33;216;N 30B;49
33;216;N 31C;50
33;216;NON;51
33;216;N 33A;52
33;216;N 32A;53
33;216;N 35A;54
33;216;N 34B;55
33;216;NBUW;56
33;216;NSTN;57
33;216;N 37B;58
33;216;N 36C;59
33;216;N 36A;60
33;216;N 39B;61
33;216;NERM;62
33;216;N 38D;63
33;216;N 38B;64
33;216;N 41B;65
33;216;NU;66
33;216;NHH;67
33;216;N 44B;68
33;216;N  45;69
33;216;N 47A;70
33;216;N  46;71
33;216;NMT;72
33;216;NOF;73
33;216;N 48A;74
33;216;N 49A;75
33;216;NGOD;76
33;216;NWN;77
33;216;N 51A;78
33;216;N 50A;79
33;216;NWHO;80
33;216;NWHWU;81
33;216;N 953;82
33;216;N952A;83
33;216;N 955;84
33;216;N954A;85
33;216;NWS;86
33;216;N 957;87
33;216;N 956;88
33;216;NWH;89
33;216;N 973;90
33;216;NWR U;91
33;217;NWR U;1
33;217;N 973;2
33;217;NWH;3
33;217;N 126;4
33;217;N 125;5
33;217;N 124;6
33;217;N 123;7
33;217;N122A;8
33;217;N121A;9
33;217;N 120;10
33;217;N 119;11
33;217;N118A;12
33;217;N117A;13
33;217;NRTD;14
33;217;N 112;15
33;217;N 111;16
33;217;N 110;17
33;217;N 109;18
33;217;NDEB;19
33;217;N103C;20
33;217;N102B;21
33;217;N 152;22
33;217;N101E;23
33;217;N 151;24
33;217;NBM;25
33;217;N 100;26
33;217;NKN;27
33;217;N  92;28
33;217;N  91;29
33;217;NMM;30
33;217;NI;31
33;217;NMEI;32
33;217;N 74A;33
33;217;N 73B;34
33;217;N 72C;35
33;217;N 71B;36
33;217;NHZM;37
33;217;N 68B;38
33;217;N 67B;39
33;217;NMB;40
33;217;N 58A;41
33;217;N 57A;42
33;217;N 56C;43
33;217;N 55B;44
33;217;NLD;45
33;217;N 50B;46
33;217;N 49B;47
33;217;N 48B;48
33;217;N 47B;49
33;217;NNA;50
33;217;NNAM;51
33;217;N 40C;52
33;217;N 37C;53
33;217;N 38C;54
33;217;N 36B;55
33;217;N 35B;56
33;217;N 34C;57
33;217;N 33B;58
33;217;NEK;59
33;217;N 26E;60
33;217;N 27D;61
33;217;NHBU;62
33;217;N 20B;63
33;217;N 21C;64
33;217;N 18B;65
33;217;N 19A;66
33;217;NPU;67
33;217;N 16B;68
33;217;N 15B;69
33;217;NSDF;70
33;217;N 10D;71
33;217;N  9C;72
33;217;NFBB;73
33;217;N  6C;74
33;217;N  3D;75
33;217;N  4E;76
33;217;NFUA;77
33;217;NFUF;78
33;217;N 401;79
33;217;N  2G;80
33;217;N  1K;81
33;217;NF;82
33;217;NF  G;83
33;217;NNGR;84
33;217;N 709;85
33;217;N 710;86
33;217;NHMA;87
33;217;NNR B;88
33;217;N771A;89
33;217;NNR E;90
33;218;NNR A;1
33;218;NNR B;2
33;218;NHMA;3
33;218;N 710;4
33;218;N 709;5
33;218;NNGR;6
33;218;NF  G;7
33;218;NF;8
33;218;N  1K;9
33;218;N  2G;10
33;218;N 401;11
33;218;NFUF;12
33;218;NFUA;13
33;218;N  4E;14
33;218;N  3D;15
33;218;N  6C;16
33;218;NFBB;17
33;218;N  9C;18
33;218;N 10D;19
33;218;NSDF;20
33;218;N 15B;21
33;218;N 16B;22
33;218;NPU;23
33;218;N 19A;24
33;218;N 18B;25
33;218;N 21C;26
33;218;N 20B;27
33;218;NHBU;28
33;218;N 27D;29
33;218;N 26E;30
33;218;NEK;31
33;218;N 33B;32
33;218;N 34C;33
33;218;N 35B;34
33;218;N 36B;35
33;218;N 38C;36
33;218;N 37C;37
33;218;N 40C;38
33;218;NNAM;39
33;218;NNA;40
33;218;N 47B;41
33;218;N 48B;42
33;218;N 49B;43
33;218;N 50B;44
33;218;NLD;45
33;218;N 55B;46
33;218;N 56C;47
33;218;N 57A;48
33;218;N 58A;49
33;218;NMB;50
33;218;N 67B;51
33;218;N 68B;52
33;218;NHZM;53
33;218;N 71B;54
33;218;N 72C;55
33;218;N 73B;56
33;218;N 74A;57
33;218;NMEI;58
33;218;NI;59
33;218;NMM;60
33;218;N  91;61
33;218;N  92;62
33;218;NKN;63
33;218;N 100;64
33;218;NBM;65
33;218;N 151;66
33;218;N101E;67
33;218;N 152;68
33;218;N102B;69
33;218;N103C;70
33;218;NDEB;71
33;218;N 109;72
33;218;N 110;73
33;218;N 111;74
33;218;N 112;75
33;218;NRTD;76
33;218;N117A;77
33;218;N118A;78
33;218;N 119;79
33;218;N 120;80
33;218;N121A;81
33;218;N122A;82
33;218;N 123;83
33;218;N 124;84
33;218;N 125;85
33;218;N 126;86
33;218;NWH;87
33;218;N 973;88
33;218;NWR U;89
33;219;NNR A;1
33;219;NNR B;2
33;219;NNEI;3
33;219;NNRF;4
33;219;N 21B;5
33;219;N 22B;6
33;219;NSC;7
33;219;N 13A;8
33;219;N 14A;9
33;219;N 11A;10
33;219;N 12A;11
33;219;NRO;12
33;219;N 10A;13
33;219;NUT;14
33;219;N   8;15
33;219;N   7;16
33;219;NGE;17
33;219;N  3B;18
33;219;NMST;19
33;219;N  4C;20
33;219;N  2B;21
33;219;N  1E;22
33;219;NPLF;23
33;219;N 419;24
33;219;N 420;25
33;219;NEL;26
33;219;N 418;27
33;219;N 417;28
33;219;NWG;29
33;219;N 416;30
33;219;N 415;31
33;219;N 414;32
33;219;N 514;33
33;219;N 513;34
33;219;N 413;35
33;219;N 412;36
33;219;N 411;37
33;219;MTL;38
33;220;MTL;1
33;220;N 411;2
33;220;N 412;3
33;220;N 413;4
33;220;N 513;5
33;220;N 514;6
33;220;N 414;7
33;220;N 415;8
33;220;N 416;9
33;220;NWG;10
33;220;N 417;11
33;220;N 418;12
33;220;NEL;13
33;220;N 420;14
33;220;N 419;15
33;220;NPLF;16
33;220;N  1E;17
33;220;N  2B;18
33;220;N  4C;19
33;220;NMST;20
33;220;N  3B;21
33;220;NGE;22
33;220;N   7;23
33;220;N   8;24
33;220;NUT;25
33;220;N 10A;26
33;220;NRO;27
33;220;N 12A;28
33;220;N 11A;29
33;220;N 14A;30
33;220;N 13A;31
33;220;NSC;32
33;220;N 22B;33
33;220;N 21B;34
33;220;NNRF;35
33;220;NNEI;36
33;220;NNR B;37
33;220;N775A;38
33;220;NNR E;39
33;221;RM;1
33;221;RM  O;2
33;221;R703M;3
33;221;R733M;4
33;221;R702M;5
33;221;R732M;6
33;221;RP;7
33;221;RBRW;8
33;221;R 16M;9
33;221;R316M;10
33;221;RHK;11
33;221;R 21M;12
33;221;R321M;13
33;221;ROBH;14
33;221;RSAB;15
33;221;RLH;16
33;221;RFO;17
33;221;RROL;18
33;221;RES;19
33;221;R 47M;20
33;221;R347M;21
33;221;RKT;22
33;221;TFST;23
33;221;TMTL;24
33;221;T 70V;25
33;221;T370V;26
33;221;TV;27
33;221;T 75V;28
33;221;T375V;29
33;221;T 77V;30
33;221;T377V;31
33;221;T 76V;32
33;221;T376V;33
33;221;TGLM;34
33;221;TLAF;35
33;221;T559V;36
33;221;T586V;37
33;221;TSZ E;38
33;221;TSZA;39
33;221;TSZAH;40
33;221;TSM;41
33;221;T414S;42
33;221;T413S;43
33;221;TSEB;44
33;221;TSU;45
33;222;TSU;1
33;222;TSEB;2
33;222;T413S;3
33;222;T414S;4
33;222;TSM;5
33;222;TSZAH;6
33;222;TSZA;7
33;222;TSZ E;8
33;222;T586V;9
33;222;T559V;10
33;222;TLAF;11
33;222;TGLM;12
33;222;T376V;13
33;222;T 76V;14
33;222;T377V;15
33;222;T 77V;16
33;222;T375V;17
33;222;T 75V;18
33;222;TV;19
33;222;T370V;20
33;222;T 70V;21
33;222;TMTL;22
33;222;TFST;23
33;222;RKT;24
33;222;R347M;25
33;222;R 47M;26
33;222;RES;27
33;222;RROL;28
33;222;RFO;29
33;222;RLH;30
33;222;RSAB;31
33;222;ROBH;32
33;222;R321M;33
33;222;R 21M;34
33;222;RHK;35
33;222;R316M;36
33;222;R 16M;37
33;222;RBRW;38
33;222;RP;39
33;222;R732M;40
33;222;R702M;41
33;222;R733M;42
33;222;R703M;43
33;222;RM  O;44
33;222;RM;45
33;223;RMF;1
33;223;R855H;2
33;223;R856H;3
33;223;RHBW;4
33;223;RHBP;5
33;223;R1287;6
33;223;R1289;7
33;223;R1286;8
33;223;RH;9
33;223;RHKM;10
33;223;R3311;11
33;223;R3310;12
33;223;R3312;13
33;223;RSIG;14
33;223;R3313;15
33;223;R3319;16
33;223;R3314;17
33;223;R3318;18
33;223;R3315;19
33;223;R3316;20
33;223;RWS;21
33;223;R3317;22
33;223;R3420;23
33;223;RRM;24
33;223;R3421;25
33;223;R3429;26
33;223;RBSK;27
33;223;R3423;28
33;223;R3422;29
33;223;RBS;30
33;223;R319H;31
33;223;R320H;32
33;223;RUW;33
33;223;RUWA;34
33;223;RBRR;35
33;223;RBR;36
33;223;R3761;37
33;223;RBRZ;38
33;223;R3760;39
33;223;R3763;40
33;223;R3769;41
33;223;R3862;42
33;223;R3868;43
33;223;RURB;44
33;223;R3865;45
33;223;R3864;46
33;223;R3867;47
33;223;R3866;48
33;223;RWGT;49
33;223;R3871;50
33;223;R3870;51
33;223;R3879;52
33;223;R3873;53
33;223;R3872;54
33;223;R3878;55
33;223;R3875;56
33;223;R3874;57
33;223;RKDU;58
33;223;RKR;59
33;224;RKR;1
33;224;RKDU;2
33;224;R3874;3
33;224;R3875;4
33;224;R3878;5
33;224;R3872;6
33;224;R3873;7
33;224;R3879;8
33;224;R3870;9
33;224;R3871;10
33;224;RWGT;11
33;224;R3866;12
33;224;R3867;13
33;224;R3864;14
33;224;R3865;15
33;224;RURB;16
33;224;R3868;17
33;224;R3862;18
33;224;R3769;19
33;224;R3763;20
33;224;R3760;21
33;224;RBRZ;22
33;224;R3761;23
33;224;RBR;24
33;224;RBRR;25
33;224;RUWA;26
33;224;RUW;27
33;224;R320H;28
33;224;R319H;29
33;224;RBS;30
33;224;R3422;31
33;224;R3423;32
33;224;RBSK;33
33;224;R3429;34
33;224;R3421;35
33;224;RRM;36
33;224;R3420;37
33;224;R3317;38
33;224;RWS;39
33;224;R3316;40
33;224;R3315;41
33;224;R3318;42
33;224;R3314;43
33;224;R3319;44
33;224;R3313;45
33;224;RSIG;46
33;224;R3312;47
33;224;R3310;48
33;224;R3311;49
33;224;RHKM;50
33;224;RH;51
33;224;R1286;52
33;224;R1289;53
33;224;R1287;54
33;224;RHBP;55
33;224;RHBW;56
33;224;R856H;57
33;224;R855H;58
33;224;RMF;59
34;225;NNR E;1
34;225;NNLW;2
34;225;N653A;3
34;225;N652A;4
34;225;NFIN;5
34;225;N655A;6
34;225;N654A;7
34;225;NRWD;8
34;225;N 174;9
34;225;N 175;10
34;225;NFT;11
34;225;NFTO;12
34;225;N 24I;13
34;225;N 25M;14
34;225;N 22J;15
34;225;N 23M;16
34;225;NOK;17
34;225;N 10G;18
34;225;N  9E;19
34;225;NMIM;20
34;225;N  8A;21
34;225;N  7B;22
34;225;N  6E;23
34;225;N  5D;24
34;225;N  4O;25
34;225;N 53E;26
34;225;N  3H;27
34;225;NBUT;28
34;225;N  2T;29
34;225;N 52C;30
34;225;N  1U;31
34;225;N 26I;32
34;225;N 27E;33
34;225;NOB;34
34;225;N 24G;35
34;225;N 25L;36
34;225;N 22K;37
34;225;N 23L;38
34;225;NPOH;39
34;225;N  4P;40
34;225;N  1T;41
34;225;N  2S;42
34;225;N 31E;43
34;225;N 28E;44
34;225;N 29D;45
34;225;N 26G;46
34;225;N 27F;47
34;225;NPG;48
34;225;N 24F;49
34;225;N 25H;50
34;225;N 22L;51
34;225;N 23K;52
34;225;NNT;53
34;225;N  4H;54
34;225;N  3G;55
34;225;N  2R;56
34;225;N  1O;57
34;225;N 24E;58
34;225;N 74D;59
34;225;N 25G;60
34;225;N 22F;61
34;225;N 23E;62
34;225;NDE;63
34;225;N 53A;64
34;225;N  3F;65
34;225;N  4G;66
34;225;N  1N;67
34;225;N  2P;68
34;225;N 52D;69
34;225;N 25F;70
34;225;NBH;71
34;225;N 22E;72
34;225;N 23D;73
34;225;NSF;74
34;225;N  2O;75
34;225;N 23F;76
34;225;NPB;77
34;225;N  2N;78
34;225;N  1M;79
34;225;N 24D;80
34;225;N 25E;81
34;225;NMSM;82
34;225;N 22D;83
34;225;N 23C;84
34;225;NBE;85
34;225;N  4F;86
34;225;N  1P;87
34;225;N  2M;88
34;225;N 27C;89
34;225;NLB;90
34;225;N 74E;91
34;225;N 24C;92
34;225;N 75A;93
34;225;N 25C;94
34;225;N 22C;95
34;225;N 23G;96
34;225;NDN;97
34;225;NUDF;98
34;225;N  6B;99
34;225;N  5B;100
34;225;NET;101
34;225;N  4D;102
34;225;N  2Q;103
34;225;N  3C;104
34;225;NRPF;105
34;225;NRH B;106
34;225;NRH;107
34;225;NROB;108
34;226;NROB;1
34;226;NBWH;2
34;226;NROS;3
34;226;NOT;4
34;226;NMG;5
34;226;N 26H;6
34;226;N 25I;7
34;226;N 24H;8
34;226;N 23H;9
34;226;N 22H;10
34;226;N 21D;11
34;226;NSUE;12
34;226;N 18C;13
34;226;N 17A;14
34;226;NRA;15
34;226;N 14C;16
34;226;N 13C;17
34;226;N 12F;18
34;226;N 11F;19
34;226;NST;20
34;226;N 900;21
34;226;N 901;22
34;226;N898A;23
34;226;N 899;24
34;226;NSK;25
34;226;N 894;26
34;226;N 895;27
34;226;N 892;28
34;226;N 893;29
34;226;NPL;30
34;226;N 794;31
34;226;N 795;32
34;226;N 792;33
34;226;N 793;34
34;226;N 790;35
34;226;N 791;36
34;226;NOS;37
34;226;N 786;38
34;226;N 787;39
34;226;NGIU;40
34;226;NPLG;41
34;226;N 783;42
34;226;N 782;43
34;226;N 781;44
34;226;N 780;45
34;226;NVIB;46
34;226;NVI;47
34;226;NSAN;48
34;226;N 62C;49
34;226;N 63C;50
34;226;NSI;51
34;226;NPA G;52
34;227;NROB;1
34;227;NRH;2
34;227;NRH B;3
34;227;NRPF;4
34;227;N  3C;5
34;227;N  2Q;6
34;227;N  4D;7
34;227;NET;8
34;227;N  5B;9
34;227;N  6B;10
34;227;NUDF;11
34;227;NDN;12
34;227;N 23G;13
34;227;N 22C;14
34;227;N 25C;15
34;227;N 75A;16
34;227;N 24C;17
34;227;N 74E;18
34;227;NLB;19
34;227;N 27C;20
34;227;N  2M;21
34;227;N  1P;22
34;227;N  4F;23
34;227;NBE;24
34;227;N 23C;25
34;227;N 22D;26
34;227;NMSM;27
34;227;N 25E;28
34;227;N 24D;29
34;227;N  1M;30
34;227;N  2N;31
34;227;NPB;32
34;227;N 23F;33
34;227;N  2O;34
34;227;NSF;35
34;227;N 23D;36
34;227;N 22E;37
34;227;NBH;38
34;227;N 25F;39
34;227;N 52D;40
34;227;N  2P;41
34;227;N  1N;42
34;227;N  4G;43
34;227;N  3F;44
34;227;N 53A;45
34;227;NDE;46
34;227;N 23E;47
34;227;N 22F;48
34;227;N 25G;49
34;227;N 74D;50
34;227;N 24E;51
34;227;N  1O;52
34;227;N  2R;53
34;227;N  3G;54
34;227;N  4H;55
34;227;NNT;56
34;227;N 23K;57
34;227;N 22L;58
34;227;N 25H;59
34;227;N 24F;60
34;227;NPG;61
34;227;N 27F;62
34;227;N 26G;63
34;227;N 29D;64
34;227;N 28E;65
34;227;N 31E;66
34;227;N  2S;67
34;227;N  1T;68
34;227;N  4P;69
34;227;NPOH;70
34;227;N 23L;71
34;227;N 22K;72
34;227;N 25L;73
34;227;N 24G;74
34;227;NOB;75
34;227;N 27E;76
34;227;N 26I;77
34;227;N  1U;78
34;227;N 52C;79
34;227;N  2T;80
34;227;NBUT;81
34;227;N  3H;82
34;227;N 53E;83
34;227;N  4O;84
34;227;N  5D;85
34;227;N  6E;86
34;227;N  7B;87
34;227;N  8A;88
34;227;NMIM;89
34;227;N  9E;90
34;227;N 10G;91
34;227;NOK;92
34;227;N 23M;93
34;227;N 22J;94
34;227;N 25M;95
34;227;N 24I;96
34;227;NFTO;97
34;227;NFT;98
34;227;N 175;99
34;227;N 174;100
34;227;NRWD;101
34;227;N654A;102
34;227;N655A;103
34;227;NFIN;104
34;227;N652A;105
34;227;N653A;106
34;227;NNLW;107
34;227;NNR E;108
34;228;NPA G;1
34;228;NSI;2
34;228;N 63C;3
34;228;N 62C;4
34;228;NSAN;5
34;228;NVI;6
34;228;NVIB;7
34;228;N 780;8
34;228;N 781;9
34;228;N 782;10
34;228;N 783;11
34;228;NPLG;12
34;228;NGIU;13
34;228;N 787;14
34;228;N 786;15
34;228;NOS;16
34;228;N 791;17
34;228;N 790;18
34;228;N 793;19
34;228;N 792;20
34;228;N 795;21
34;228;N 794;22
34;228;NPL;23
34;228;N 893;24
34;228;N 892;25
34;228;N 895;26
34;228;N 894;27
34;228;NSK;28
34;228;N 899;29
34;228;N898A;30
34;228;N 901;31
34;228;N 900;32
34;228;NST;33
34;228;N 11F;34
34;228;N 12F;35
34;228;N 13C;36
34;228;N 14C;37
34;228;NRA;38
34;228;N 17A;39
34;228;N 18C;40
34;228;NSUE;41
34;228;N 21D;42
34;228;N 22H;43
34;228;N 23H;44
34;228;N 24H;45
34;228;N 25I;46
34;228;N 26H;47
34;228;NMG;48
34;228;NOT;49
34;228;NROS;50
34;228;NBWH;51
34;228;NROB;52
35;229;RKR;1
35;229;RBRU;2
35;229;RETL;3
35;229;RBRH;4
35;229;R  1R;5
35;229;R101R;6
35;229;R  2R;7
35;229;R102R;8
35;229;R  3R;9
35;229;R  4R;10
35;229;R  5R;11
35;229;R105R;12
35;229;R  6R;13
35;229;R106R;14
35;229;RMS;15
35;229;RMU;16
35;229;R  7R;17
35;229;RRA;18
35;229;R 19R;19
35;229;R 18R;20
35;229;R121K;21
35;229;R 21K;22
35;229;R 20K;23
35;229;RRAS;24
35;229;RHEB;25
35;229;R 25R;26
35;229;R 24K;27
35;229;RBB;28
35;229;R 31R;29
35;229;RSZN;30
35;229;R 30B;31
35;229;R 33R;32
35;229;R133R;33
35;229;RSZM;34
35;229;R 32R;35
35;229;R 35B;36
35;229;RBBL;37
35;229;R134B;38
35;229;R 34R;39
35;229;R 37R;40
35;229;R 36R;41
35;229;RBUE;42
35;229;ROW;43
35;229;R 43O;44
35;229;R 42O;45
35;229;RAH;46
35;229;R 47R;47
35;229;R 46R;48
35;229;R 49R;49
35;229;R149A;50
35;229;R 48R;51
35;229;R148A;52
35;229;RR;53
35;229;R 51R;54
35;229;R 50R;55
35;229;R 53R;56
35;229;R 52R;57
35;229;RAPR;58
35;229;RAP;59
35;229;RAPK;60
35;229;R901O;61
35;229;R902O;62
35;229;RLT;63
35;229;RKOR;64
35;229;RKL;65
35;229;RXKL;66
35;230;RXKL;1
35;230;RKL;2
35;230;RKOR;3
35;230;RLT;4
35;230;R902O;5
35;230;R901O;6
35;230;RAPK;7
35;230;RAP;8
35;230;RAPR;9
35;230;R846O;10
35;230;R847O;11
35;230;R844O;12
35;230;R845O;13
35;230;ROEN;14
35;230;R840O;15
35;230;R841O;16
35;230;RAH F;17
35;230;R836O;18
35;230;R837O;19
35;230;ROW;20
35;230;R832O;21
35;230;RBNB;22
35;230;R933O;23
35;230;R830O;24
35;230;R831O;25
35;230;R928O;26
35;230;R828O;27
35;230;R829O;28
35;230;R929O;29
35;230;RBB;30
35;230;RSAW;31
35;230;RRAS;32
35;230;R 20K;33
35;230;R 21K;34
35;230;R121K;35
35;230;R 18R;36
35;230;R 19R;37
35;230;RRA;38
35;230;ROH;39
35;230;RBIE;40
35;230;RDRM;41
35;230;RDUN;42
35;230;RBAS;43
35;230;RFM;44
35;230;RDA;45
35;230;RKUW;46
35;230;RKR;47
