TOTALWEIGHT;BREAKCLASS;VMAX;TFZ;NUM_TFZ
600;G;80;66-1;1
700;G;80;66-1;1
800;G;80;66-1;1
900;G;80;66-1;1
1000;G;80;66-1;1
1100;G;80;66-1;1
1200;G;80;66-1;1
1300;G;80;66-1;1
1400;G;80;66-1;1
1500;G;80;66-1;1
1600;G;80;66-1;1
1700;G;80;66-1;1
1800;G;80;66-1;1
1900;G;80;66-1;1
2000;G;80;66-1;1
2100;G;80;66-1;1
2200;G;80;66-1;1
2300;G;80;66-1;1
2400;G;80;66-1;1
2500;G;80;66-1;1
2600;G;80;66-1;1
2700;G;80;66-1;1
2800;G;80;66-1;1
2900;G;80;66-1;1
3000;G;80;66-1;1
3100;G;80;66-1;1
3200;G;80;66-1;1
3300;G;80;66-1;1
3400;G;80;66-1;1
3500;G;80;66-1;1
500;P;80;66-1;1
600;P;80;66-1;1
700;P;80;66-1;1
800;P;80;66-1;1
900;P;80;66-1;1
1000;P;80;66-1;1
1100;P;80;66-1;1
1200;P;80;66-1;1
1300;P;80;66-1;1
1400;P;80;66-1;1
1500;P;80;66-1;1
1600;P;80;66-1;1
1700;P;80;66-1;1
1800;P;80;66-1;1
1900;P;80;66-1;1
2000;P;80;66-1;1
2100;P;80;66-1;1
2200;P;80;66-1;1
2300;P;80;66-1;1
2400;P;80;66-1;1
2500;P;80;66-1;1
2600;P;80;66-1;1
2700;P;80;66-1;1
2800;P;80;66-1;1
2900;P;80;66-1;1
3000;P;80;66-1;1
3100;P;80;66-1;1
3200;P;80;66-1;1
3300;P;80;66-1;1
3400;P;80;66-1;1
3500;P;80;66-1;1
500;G;90;66-1;1
600;G;90;66-1;1
700;G;90;66-1;1
800;G;90;66-1;1
900;G;90;66-1;1
1000;G;90;66-1;1
1100;G;90;66-1;1
1200;G;90;66-1;1
1300;G;90;66-1;1
1400;G;90;66-1;1
1500;G;90;66-1;1
1600;G;90;66-1;1
1700;G;90;66-1;1
1800;G;90;66-1;1
1900;G;90;66-1;1
2000;G;90;66-1;1
2100;G;90;66-1;1
2200;G;90;66-1;1
2300;G;90;66-1;1
2400;G;90;66-1;1
2500;G;90;66-1;1
2600;G;90;66-1;1
2700;G;90;66-1;1
2800;G;90;66-1;1
2900;G;90;66-1;1
3000;G;90;66-1;1
3100;G;90;66-1;1
3200;G;90;66-1;1
3300;G;90;66-1;1
3400;G;90;66-1;1
3500;G;90;66-1;1
500;P;90;66-1;1
600;P;90;66-1;1
700;P;90;66-1;1
800;P;90;66-1;1
900;P;90;66-1;1
1000;P;90;66-1;1
1100;P;90;66-1;1
1200;P;90;66-1;1
1300;P;90;66-1;1
1400;P;90;66-1;1
1500;P;90;66-1;1
1600;P;90;66-1;1
1700;P;90;66-1;1
1800;P;90;66-1;1
1900;P;90;66-1;1
2000;P;90;66-1;1
2100;P;90;66-1;1
2200;P;90;66-1;1
2300;P;90;66-1;1
2400;P;90;66-1;1
2500;P;90;66-1;1
2600;P;90;66-1;1
2700;P;90;66-1;1
2800;P;90;66-1;1
2900;P;90;66-1;1
3000;P;90;66-1;1
3100;P;90;66-1;1
3200;P;90;66-1;1
3300;P;90;66-1;1
3400;P;90;66-1;1
3500;P;90;66-1;1
500;G;100;66-1;1
600;G;100;66-1;1
700;G;100;66-1;1
800;G;100;66-1;1
900;G;100;66-1;1
1000;G;100;66-1;1
1100;G;100;66-1;1
1200;G;100;66-1;1
1300;G;100;66-1;1
1400;G;100;66-1;1
1500;G;100;66-1;1
1600;G;100;66-1;1
1700;G;100;66-1;1
1800;G;100;66-1;1
1900;G;100;66-1;1
2000;G;100;66-1;1
2100;G;100;66-1;1
2200;G;100;66-1;1
2300;G;100;66-1;1
2400;G;100;66-1;1
2500;G;100;66-1;1
2600;G;100;66-1;1
2700;G;100;66-1;1
2800;G;100;66-1;1
2900;G;100;66-1;1
3000;G;100;66-1;1
3100;G;100;66-1;1
3200;G;100;66-1;1
3300;G;100;66-1;1
3400;G;100;66-1;1
3500;G;100;66-1;1
500;P;100;66-1;1
600;P;100;66-1;1
700;P;100;66-1;1
800;P;100;66-1;1
900;P;100;66-1;1
1000;P;100;66-1;1
1100;P;100;66-1;1
1200;P;100;66-1;1
1300;P;100;66-1;1
1400;P;100;66-1;1
1500;P;100;66-1;1
1600;P;100;66-1;1
1700;P;100;66-1;1
1800;P;100;66-1;1
1900;P;100;66-1;1
2000;P;100;66-1;1
2100;P;100;66-1;1
2200;P;100;66-1;1
2300;P;100;66-1;1
2400;P;100;66-1;1
2500;P;100;66-1;1
2600;P;100;66-1;1
2700;P;100;66-1;1
2800;P;100;66-1;1
2900;P;100;66-1;1
3000;P;100;66-1;1
3100;P;100;66-1;1
3200;P;100;66-1;1
3300;P;100;66-1;1
3400;P;100;66-1;1
3500;P;100;66-1;1
1500;G;30;66-2;1
1600;G;30;66-2;1
1700;G;30;66-2;1
1800;G;30;66-2;1
1900;G;30;66-2;1
2000;G;30;66-2;1
2100;G;30;66-2;1
2200;G;30;66-2;1
2300;G;30;66-2;1
2400;G;30;66-2;1
2500;G;30;66-2;1
2600;G;30;66-2;1
2700;G;30;66-2;1
2800;G;30;66-2;1
2900;G;30;66-2;1
3000;G;30;66-2;1
3100;G;30;66-2;1
3200;G;30;66-2;1
3300;G;30;66-2;1
3400;G;30;66-2;1
3500;G;30;66-2;1
1500;P;30;66-2;1
1600;P;30;66-2;1
1700;P;30;66-2;1
1800;P;30;66-2;1
1900;P;30;66-2;1
2000;P;30;66-2;1
2100;P;30;66-2;1
2200;P;30;66-2;1
2300;P;30;66-2;1
2400;P;30;66-2;1
2500;P;30;66-2;1
2600;P;30;66-2;1
2700;P;30;66-2;1
2800;P;30;66-2;1
2900;P;30;66-2;1
3000;P;30;66-2;1
3100;P;30;66-2;1
3200;P;30;66-2;1
3300;P;30;66-2;1
3400;P;30;66-2;1
3500;P;30;66-2;1
1500;G;40;66-2;1
1600;G;40;66-2;1
1700;G;40;66-2;1
1800;G;40;66-2;1
1900;G;40;66-2;1
2000;G;40;66-2;1
2100;G;40;66-2;1
2200;G;40;66-2;1
2300;G;40;66-2;1
2400;G;40;66-2;1
2500;G;40;66-2;1
2600;G;40;66-2;1
2700;G;40;66-2;1
2800;G;40;66-2;1
2900;G;40;66-2;1
3000;G;40;66-2;1
3100;G;40;66-2;1
3200;G;40;66-2;1
3300;G;40;66-2;1
3400;G;40;66-2;1
3500;G;40;66-2;1
1500;P;40;66-2;1
1600;P;40;66-2;1
1700;P;40;66-2;1
1800;P;40;66-2;1
1900;P;40;66-2;1
2000;P;40;66-2;1
2100;P;40;66-2;1
2200;P;40;66-2;1
2300;P;40;66-2;1
2400;P;40;66-2;1
2500;P;40;66-2;1
2600;P;40;66-2;1
2700;P;40;66-2;1
2800;P;40;66-2;1
2900;P;40;66-2;1
3000;P;40;66-2;1
3100;P;40;66-2;1
3200;P;40;66-2;1
3300;P;40;66-2;1
3400;P;40;66-2;1
3500;P;40;66-2;1
1500;G;50;66-2;1
1600;G;50;66-2;1
1700;G;50;66-2;1
1800;G;50;66-2;1
1900;G;50;66-2;1
2000;G;50;66-2;1
2100;G;50;66-2;1
2200;G;50;66-2;1
2300;G;50;66-2;1
2400;G;50;66-2;1
2500;G;50;66-2;1
2600;G;50;66-2;1
2700;G;50;66-2;1
2800;G;50;66-2;1
2900;G;50;66-2;1
3000;G;50;66-2;1
3100;G;50;66-2;1
3200;G;50;66-2;1
3300;G;50;66-2;1
3400;G;50;66-2;1
3500;G;50;66-2;1
1500;P;50;66-2;1
1600;P;50;66-2;1
1700;P;50;66-2;1
1800;P;50;66-2;1
1900;P;50;66-2;1
2000;P;50;66-2;1
2100;P;50;66-2;1
2200;P;50;66-2;1
2300;P;50;66-2;1
2400;P;50;66-2;1
2500;P;50;66-2;1
2600;P;50;66-2;1
2700;P;50;66-2;1
2800;P;50;66-2;1
2900;P;50;66-2;1
3000;P;50;66-2;1
3100;P;50;66-2;1
3200;P;50;66-2;1
3300;P;50;66-2;1
3400;P;50;66-2;1
3500;P;50;66-2;1
1500;G;60;66-2;1
1600;G;60;66-2;1
1700;G;60;66-2;1
1800;G;60;66-2;1
1900;G;60;66-2;1
2000;G;60;66-2;1
2100;G;60;66-2;1
2200;G;60;66-2;1
2300;G;60;66-2;1
2400;G;60;66-2;1
2500;G;60;66-2;1
2600;G;60;66-2;1
2700;G;60;66-2;1
2800;G;60;66-2;1
2900;G;60;66-2;1
3000;G;60;66-2;1
3100;G;60;66-2;1
3200;G;60;66-2;1
3300;G;60;66-2;1
3400;G;60;66-2;1
3500;G;60;66-2;1
1500;P;60;66-2;1
1600;P;60;66-2;1
1700;P;60;66-2;1
1800;P;60;66-2;1
1900;P;60;66-2;1
2000;P;60;66-2;1
2100;P;60;66-2;1
2200;P;60;66-2;1
2300;P;60;66-2;1
2400;P;60;66-2;1
2500;P;60;66-2;1
2600;P;60;66-2;1
2700;P;60;66-2;1
2800;P;60;66-2;1
2900;P;60;66-2;1
3000;P;60;66-2;1
3100;P;60;66-2;1
3200;P;60;66-2;1
3300;P;60;66-2;1
3400;P;60;66-2;1
3500;P;60;66-2;1
1500;G;70;66-2;1
1600;G;70;66-2;1
1700;G;70;66-2;1
1800;G;70;66-2;1
1900;G;70;66-2;1
2000;G;70;66-2;1
2100;G;70;66-2;1
2200;G;70;66-2;1
2300;G;70;66-2;1
2400;G;70;66-2;1
2500;G;70;66-2;1
2600;G;70;66-2;1
2700;G;70;66-2;1
2800;G;70;66-2;1
2900;G;70;66-2;1
3000;G;70;66-2;1
3100;G;70;66-2;1
3200;G;70;66-2;1
3300;G;70;66-2;1
3400;G;70;66-2;1
3500;G;70;66-2;1
1500;P;70;66-2;1
1600;P;70;66-2;1
1700;P;70;66-2;1
1800;P;70;66-2;1
1900;P;70;66-2;1
2000;P;70;66-2;1
2100;P;70;66-2;1
2200;P;70;66-2;1
2300;P;70;66-2;1
2400;P;70;66-2;1
2500;P;70;66-2;1
2600;P;70;66-2;1
2700;P;70;66-2;1
2800;P;70;66-2;1
2900;P;70;66-2;1
3000;P;70;66-2;1
3100;P;70;66-2;1
3200;P;70;66-2;1
3300;P;70;66-2;1
3400;P;70;66-2;1
3500;P;70;66-2;1
1500;G;80;66-2;1
1600;G;80;66-2;1
1700;G;80;66-2;1
1800;G;80;66-2;1
1900;G;80;66-2;1
2000;G;80;66-2;1
2100;G;80;66-2;1
2200;G;80;66-2;1
2300;G;80;66-2;1
2400;G;80;66-2;1
2500;G;80;66-2;1
2600;G;80;66-2;1
2700;G;80;66-2;1
2800;G;80;66-2;1
2900;G;80;66-2;1
3000;G;80;66-2;1
3100;G;80;66-2;1
3200;G;80;66-2;1
3300;G;80;66-2;1
3400;G;80;66-2;1
3500;G;80;66-2;1
1500;P;80;66-2;1
1600;P;80;66-2;1
1700;P;80;66-2;1
1800;P;80;66-2;1
1900;P;80;66-2;1
2000;P;80;66-2;1
2100;P;80;66-2;1
2200;P;80;66-2;1
2300;P;80;66-2;1
2400;P;80;66-2;1
2500;P;80;66-2;1
2600;P;80;66-2;1
2700;P;80;66-2;1
2800;P;80;66-2;1
2900;P;80;66-2;1
3000;P;80;66-2;1
3100;P;80;66-2;1
3200;P;80;66-2;1
3300;P;80;66-2;1
3400;P;80;66-2;1
3500;P;80;66-2;1
1500;G;90;66-2;1
1600;G;90;66-2;1
1700;G;90;66-2;1
1800;G;90;66-2;1
1900;G;90;66-2;1
2000;G;90;66-2;1
2100;G;90;66-2;1
2200;G;90;66-2;1
2300;G;90;66-2;1
2400;G;90;66-2;1
2500;G;90;66-2;1
2600;G;90;66-2;1
2700;G;90;66-2;1
2800;G;90;66-2;1
2900;G;90;66-2;1
3000;G;90;66-2;1
3100;G;90;66-2;1
3200;G;90;66-2;1
3300;G;90;66-2;1
3400;G;90;66-2;1
3500;G;90;66-2;1
1500;P;90;66-2;1
1600;P;90;66-2;1
1700;P;90;66-2;1
1800;P;90;66-2;1
1900;P;90;66-2;1
2000;P;90;66-2;1
2100;P;90;66-2;1
2200;P;90;66-2;1
2300;P;90;66-2;1
2400;P;90;66-2;1
2500;P;90;66-2;1
2600;P;90;66-2;1
2700;P;90;66-2;1
2800;P;90;66-2;1
2900;P;90;66-2;1
3000;P;90;66-2;1
3100;P;90;66-2;1
3200;P;90;66-2;1
3300;P;90;66-2;1
3400;P;90;66-2;1
3500;P;90;66-2;1
0;G;30;702-1;1
100;G;30;702-1;1
200;G;30;702-1;1
300;G;30;702-1;1
400;G;30;702-1;1
500;G;30;702-1;1
0;P;30;702-1;1
100;P;30;702-1;1
200;P;30;702-1;1
300;P;30;702-1;1
400;P;30;702-1;1
500;P;30;702-1;1
0;G;40;702-1;1
100;G;40;702-1;1
200;G;40;702-1;1
300;G;40;702-1;1
400;G;40;702-1;1
500;G;40;702-1;1
0;P;40;702-1;1
100;P;40;702-1;1
200;P;40;702-1;1
300;P;40;702-1;1
400;P;40;702-1;1
500;P;40;702-1;1
0;G;50;702-1;1
100;G;50;702-1;1
200;G;50;702-1;1
300;G;50;702-1;1
400;G;50;702-1;1
500;G;50;702-1;1
0;P;50;702-1;1
100;P;50;702-1;1
200;P;50;702-1;1
300;P;50;702-1;1
400;P;50;702-1;1
500;P;50;702-1;1
0;G;60;702-1;1
100;G;60;702-1;1
200;G;60;702-1;1
300;G;60;702-1;1
400;G;60;702-1;1
500;G;60;702-1;1
0;P;60;702-1;1
100;P;60;702-1;1
200;P;60;702-1;1
300;P;60;702-1;1
400;P;60;702-1;1
500;P;60;702-1;1
0;G;70;702-1;1
100;G;70;702-1;1
200;G;70;702-1;1
300;G;70;702-1;1
400;G;70;702-1;1
500;G;70;702-1;1
0;P;70;702-1;1
100;P;70;702-1;1
200;P;70;702-1;1
300;P;70;702-1;1
400;P;70;702-1;1
500;P;70;702-1;1
0;G;80;702-1;1
100;G;80;702-1;1
200;G;80;702-1;1
300;G;80;702-1;1
400;G;80;702-1;1
500;G;80;702-1;1
0;P;80;702-1;1
100;P;80;702-1;1
200;P;80;702-1;1
300;P;80;702-1;1
400;P;80;702-1;1
500;P;80;702-1;1
0;G;90;702-1;1
100;G;90;702-1;1
200;G;90;702-1;1
300;G;90;702-1;1
400;G;90;702-1;1
500;G;90;702-1;1
0;P;90;702-1;1
100;P;90;702-1;1
200;P;90;702-1;1
300;P;90;702-1;1
400;P;90;702-1;1
500;P;90;702-1;1
0;G;30;704-1;1
100;G;30;704-1;1
200;G;30;704-1;1
300;G;30;704-1;1
400;G;30;704-1;1
500;G;30;704-1;1
0;P;30;704-1;1
100;P;30;704-1;1
200;P;30;704-1;1
300;P;30;704-1;1
400;P;30;704-1;1
500;P;30;704-1;1
0;G;40;704-1;1
100;G;40;704-1;1
200;G;40;704-1;1
300;G;40;704-1;1
400;G;40;704-1;1
500;G;40;704-1;1
0;P;40;704-1;1
100;P;40;704-1;1
200;P;40;704-1;1
300;P;40;704-1;1
400;P;40;704-1;1
500;P;40;704-1;1
0;G;50;704-1;1
100;G;50;704-1;1
200;G;50;704-1;1
300;G;50;704-1;1
400;G;50;704-1;1
500;G;50;704-1;1
0;P;50;704-1;1
100;P;50;704-1;1
200;P;50;704-1;1
300;P;50;704-1;1
400;P;50;704-1;1
500;P;50;704-1;1
0;G;60;704-1;1
100;G;60;704-1;1
200;G;60;704-1;1
300;G;60;704-1;1
400;G;60;704-1;1
500;G;60;704-1;1
0;P;60;704-1;1
100;P;60;704-1;1
200;P;60;704-1;1
300;P;60;704-1;1
400;P;60;704-1;1
500;P;60;704-1;1
0;G;70;704-1;1
100;G;70;704-1;1
200;G;70;704-1;1
300;G;70;704-1;1
400;G;70;704-1;1
500;G;70;704-1;1
0;P;70;704-1;1
100;P;70;704-1;1
200;P;70;704-1;1
300;P;70;704-1;1
400;P;70;704-1;1
500;P;70;704-1;1
0;G;80;704-1;1
100;G;80;704-1;1
200;G;80;704-1;1
300;G;80;704-1;1
400;G;80;704-1;1
500;G;80;704-1;1
0;P;80;704-1;1
100;P;80;704-1;1
200;P;80;704-1;1
300;P;80;704-1;1
400;P;80;704-1;1
500;P;80;704-1;1
0;G;90;704-1;1
100;G;90;704-1;1
200;G;90;704-1;1
300;G;90;704-1;1
400;G;90;704-1;1
500;G;90;704-1;1
0;P;90;704-1;1
100;P;90;704-1;1
200;P;90;704-1;1
300;P;90;704-1;1
400;P;90;704-1;1
500;P;90;704-1;1
0;G;100;704-1;1
100;G;100;704-1;1
200;G;100;704-1;1
300;G;100;704-1;1
400;G;100;704-1;1
500;G;100;704-1;1
0;P;100;704-1;1
100;P;100;704-1;1
200;P;100;704-1;1
300;P;100;704-1;1
400;P;100;704-1;1
500;P;100;704-1;1
0;G;30;705-1;1
100;G;30;705-1;1
200;G;30;705-1;1
300;G;30;705-1;1
400;G;30;705-1;1
500;G;30;705-1;1
0;P;30;705-1;1
100;P;30;705-1;1
200;P;30;705-1;1
300;P;30;705-1;1
400;P;30;705-1;1
500;P;30;705-1;1
0;G;40;705-1;1
100;G;40;705-1;1
200;G;40;705-1;1
300;G;40;705-1;1
400;G;40;705-1;1
500;G;40;705-1;1
0;P;40;705-1;1
100;P;40;705-1;1
200;P;40;705-1;1
300;P;40;705-1;1
400;P;40;705-1;1
500;P;40;705-1;1
0;G;50;705-1;1
100;G;50;705-1;1
200;G;50;705-1;1
300;G;50;705-1;1
400;G;50;705-1;1
500;G;50;705-1;1
0;P;50;705-1;1
100;P;50;705-1;1
200;P;50;705-1;1
300;P;50;705-1;1
400;P;50;705-1;1
500;P;50;705-1;1
0;G;60;705-1;1
100;G;60;705-1;1
200;G;60;705-1;1
300;G;60;705-1;1
400;G;60;705-1;1
500;G;60;705-1;1
0;P;60;705-1;1
100;P;60;705-1;1
200;P;60;705-1;1
300;P;60;705-1;1
400;P;60;705-1;1
500;P;60;705-1;1
0;G;70;705-1;1
100;G;70;705-1;1
200;G;70;705-1;1
300;G;70;705-1;1
400;G;70;705-1;1
500;G;70;705-1;1
0;P;70;705-1;1
100;P;70;705-1;1
200;P;70;705-1;1
300;P;70;705-1;1
400;P;70;705-1;1
500;P;70;705-1;1
0;G;80;705-1;1
100;G;80;705-1;1
200;G;80;705-1;1
300;G;80;705-1;1
400;G;80;705-1;1
500;G;80;705-1;1
0;P;80;705-1;1
100;P;80;705-1;1
200;P;80;705-1;1
300;P;80;705-1;1
400;P;80;705-1;1
500;P;80;705-1;1
0;G;90;705-1;1
100;G;90;705-1;1
200;G;90;705-1;1
300;G;90;705-1;1
400;G;90;705-1;1
500;G;90;705-1;1
0;P;90;705-1;1
100;P;90;705-1;1
200;P;90;705-1;1
300;P;90;705-1;1
400;P;90;705-1;1
500;P;90;705-1;1
0;G;30;714-1;1
100;G;30;714-1;1
200;G;30;714-1;1
300;G;30;714-1;1
400;G;30;714-1;1
500;G;30;714-1;1
0;P;30;714-1;1
100;P;30;714-1;1
200;P;30;714-1;1
300;P;30;714-1;1
400;P;30;714-1;1
500;P;30;714-1;1
0;G;40;714-1;1
100;G;40;714-1;1
200;G;40;714-1;1
300;G;40;714-1;1
400;G;40;714-1;1
500;G;40;714-1;1
0;P;40;714-1;1
100;P;40;714-1;1
200;P;40;714-1;1
300;P;40;714-1;1
400;P;40;714-1;1
500;P;40;714-1;1
0;G;50;714-1;1
100;G;50;714-1;1
200;G;50;714-1;1
300;G;50;714-1;1
400;G;50;714-1;1
500;G;50;714-1;1
0;P;50;714-1;1
100;P;50;714-1;1
200;P;50;714-1;1
300;P;50;714-1;1
400;P;50;714-1;1
500;P;50;714-1;1
0;G;60;714-1;1
100;G;60;714-1;1
200;G;60;714-1;1
300;G;60;714-1;1
400;G;60;714-1;1
500;G;60;714-1;1
0;P;60;714-1;1
100;P;60;714-1;1
200;P;60;714-1;1
300;P;60;714-1;1
400;P;60;714-1;1
500;P;60;714-1;1
0;G;70;714-1;1
100;G;70;714-1;1
200;G;70;714-1;1
300;G;70;714-1;1
400;G;70;714-1;1
500;G;70;714-1;1
0;P;70;714-1;1
100;P;70;714-1;1
200;P;70;714-1;1
300;P;70;714-1;1
400;P;70;714-1;1
500;P;70;714-1;1
0;G;30;715-1;1
100;G;30;715-1;1
200;G;30;715-1;1
300;G;30;715-1;1
400;G;30;715-1;1
500;G;30;715-1;1
0;P;30;715-1;1
100;P;30;715-1;1
200;P;30;715-1;1
300;P;30;715-1;1
400;P;30;715-1;1
500;P;30;715-1;1
0;G;40;715-1;1
100;G;40;715-1;1
200;G;40;715-1;1
300;G;40;715-1;1
400;G;40;715-1;1
500;G;40;715-1;1
0;P;40;715-1;1
100;P;40;715-1;1
200;P;40;715-1;1
300;P;40;715-1;1
400;P;40;715-1;1
500;P;40;715-1;1
0;G;50;715-1;1
100;G;50;715-1;1
200;G;50;715-1;1
300;G;50;715-1;1
400;G;50;715-1;1
500;G;50;715-1;1
0;P;50;715-1;1
100;P;50;715-1;1
200;P;50;715-1;1
300;P;50;715-1;1
400;P;50;715-1;1
500;P;50;715-1;1
0;G;60;715-1;1
100;G;60;715-1;1
200;G;60;715-1;1
300;G;60;715-1;1
400;G;60;715-1;1
500;G;60;715-1;1
0;P;60;715-1;1
100;P;60;715-1;1
200;P;60;715-1;1
300;P;60;715-1;1
400;P;60;715-1;1
500;P;60;715-1;1
0;G;70;715-1;1
100;G;70;715-1;1
200;G;70;715-1;1
300;G;70;715-1;1
400;G;70;715-1;1
500;G;70;715-1;1
0;P;70;715-1;1
100;P;70;715-1;1
200;P;70;715-1;1
300;P;70;715-1;1
400;P;70;715-1;1
500;P;70;715-1;1
0;G;80;715-1;1
100;G;80;715-1;1
200;G;80;715-1;1
300;G;80;715-1;1
400;G;80;715-1;1
500;G;80;715-1;1
0;P;80;715-1;1
100;P;80;715-1;1
200;P;80;715-1;1
300;P;80;715-1;1
400;P;80;715-1;1
500;P;80;715-1;1
500;G;30;754-1;1
600;G;30;754-1;1
700;G;30;754-1;1
800;G;30;754-1;1
900;G;30;754-1;1
1000;G;30;754-1;1
1100;G;30;754-1;1
1200;G;30;754-1;1
1300;G;30;754-1;1
500;P;30;754-1;1
600;P;30;754-1;1
700;P;30;754-1;1
800;P;30;754-1;1
900;P;30;754-1;1
1000;P;30;754-1;1
1100;P;30;754-1;1
1200;P;30;754-1;1
1300;P;30;754-1;1
500;G;40;754-1;1
600;G;40;754-1;1
700;G;40;754-1;1
800;G;40;754-1;1
900;G;40;754-1;1
1000;G;40;754-1;1
1100;G;40;754-1;1
1200;G;40;754-1;1
1300;G;40;754-1;1
500;P;40;754-1;1
600;P;40;754-1;1
700;P;40;754-1;1
800;P;40;754-1;1
900;P;40;754-1;1
1000;P;40;754-1;1
1100;P;40;754-1;1
1200;P;40;754-1;1
1300;P;40;754-1;1
500;G;50;754-1;1
600;G;50;754-1;1
700;G;50;754-1;1
800;G;50;754-1;1
900;G;50;754-1;1
1000;G;50;754-1;1
1100;G;50;754-1;1
1200;G;50;754-1;1
1300;G;50;754-1;1
500;P;50;754-1;1
600;P;50;754-1;1
700;P;50;754-1;1
800;P;50;754-1;1
900;P;50;754-1;1
1000;P;50;754-1;1
1100;P;50;754-1;1
1200;P;50;754-1;1
1300;P;50;754-1;1
500;G;60;754-1;1
600;G;60;754-1;1
700;G;60;754-1;1
800;G;60;754-1;1
900;G;60;754-1;1
1000;G;60;754-1;1
1100;G;60;754-1;1
1200;G;60;754-1;1
1300;G;60;754-1;1
500;P;60;754-1;1
600;P;60;754-1;1
700;P;60;754-1;1
800;P;60;754-1;1
900;P;60;754-1;1
1000;P;60;754-1;1
1100;P;60;754-1;1
1200;P;60;754-1;1
1300;P;60;754-1;1
500;G;70;754-1;1
600;G;70;754-1;1
700;G;70;754-1;1
800;G;70;754-1;1
900;G;70;754-1;1
1000;G;70;754-1;1
1100;G;70;754-1;1
1200;G;70;754-1;1
1300;G;70;754-1;1
500;P;70;754-1;1
600;P;70;754-1;1
700;P;70;754-1;1
800;P;70;754-1;1
900;P;70;754-1;1
1000;P;70;754-1;1
1100;P;70;754-1;1
1200;P;70;754-1;1
1300;P;70;754-1;1
500;G;80;754-1;1
600;G;80;754-1;1
700;G;80;754-1;1
800;G;80;754-1;1
900;G;80;754-1;1
1000;G;80;754-1;1
1100;G;80;754-1;1
1200;G;80;754-1;1
1300;G;80;754-1;1
500;P;80;754-1;1
600;P;80;754-1;1
700;P;80;754-1;1
800;P;80;754-1;1
900;P;80;754-1;1
1000;P;80;754-1;1
1100;P;80;754-1;1
1200;P;80;754-1;1
1300;P;80;754-1;1
500;G;90;754-1;1
600;G;90;754-1;1
700;G;90;754-1;1
800;G;90;754-1;1
900;G;90;754-1;1
1000;G;90;754-1;1
1100;G;90;754-1;1
1200;G;90;754-1;1
1300;G;90;754-1;1
500;P;90;754-1;1
600;P;90;754-1;1
700;P;90;754-1;1
800;P;90;754-1;1
900;P;90;754-1;1
1000;P;90;754-1;1
1100;P;90;754-1;1
1200;P;90;754-1;1
1300;P;90;754-1;1
500;G;100;754-1;1
600;G;100;754-1;1
700;G;100;754-1;1
800;G;100;754-1;1
900;G;100;754-1;1
1000;G;100;754-1;1
1100;G;100;754-1;1
1200;G;100;754-1;1
1300;G;100;754-1;1
500;P;100;754-1;1
600;P;100;754-1;1
700;P;100;754-1;1
800;P;100;754-1;1
900;P;100;754-1;1
1000;P;100;754-1;1
1100;P;100;754-1;1
1200;P;100;754-1;1
1300;P;100;754-1;1
1800;G;30;9274-1;1
1900;G;30;9274-1;1
2000;G;30;9274-1;1
2100;G;30;9274-1;1
1800;P;30;9274-1;1
1900;P;30;9274-1;1
2000;P;30;9274-1;1
2100;P;30;9274-1;1
1800;G;40;9274-1;1
1900;G;40;9274-1;1
2000;G;40;9274-1;1
2100;G;40;9274-1;1
1800;P;40;9274-1;1
1900;P;40;9274-1;1
2000;P;40;9274-1;1
2100;P;40;9274-1;1
1800;G;50;9274-1;1
1900;G;50;9274-1;1
2000;G;50;9274-1;1
2100;G;50;9274-1;1
1800;P;50;9274-1;1
1900;P;50;9274-1;1
2000;P;50;9274-1;1
2100;P;50;9274-1;1
1800;G;60;9274-1;1
1900;G;60;9274-1;1
2000;G;60;9274-1;1
2100;G;60;9274-1;1
1800;P;60;9274-1;1
1900;P;60;9274-1;1
2000;P;60;9274-1;1
2100;P;60;9274-1;1
1800;G;70;9274-1;1
1900;G;70;9274-1;1
2000;G;70;9274-1;1
2100;G;70;9274-1;1
1800;P;70;9274-1;1
1900;P;70;9274-1;1
2000;P;70;9274-1;1
2100;P;70;9274-1;1
1800;G;80;9274-1;1
1900;G;80;9274-1;1
2000;G;80;9274-1;1
2100;G;80;9274-1;1
1800;P;80;9274-1;1
1900;P;80;9274-1;1
2000;P;80;9274-1;1
2100;P;80;9274-1;1
500;G;30;D 75BB-1;1
600;G;30;D 75BB-1;1
700;G;30;D 75BB-1;1
800;G;30;D 75BB-1;1
900;G;30;D 75BB-1;1
1000;G;30;D 75BB-1;1
1100;G;30;D 75BB-1;1
1200;G;30;D 75BB-1;1
500;P;30;D 75BB-1;1
600;P;30;D 75BB-1;1
700;P;30;D 75BB-1;1
800;P;30;D 75BB-1;1
900;P;30;D 75BB-1;1
1000;P;30;D 75BB-1;1
1100;P;30;D 75BB-1;1
1200;P;30;D 75BB-1;1
500;G;40;D 75BB-1;1
600;G;40;D 75BB-1;1
700;G;40;D 75BB-1;1
800;G;40;D 75BB-1;1
900;G;40;D 75BB-1;1
1000;G;40;D 75BB-1;1
1100;G;40;D 75BB-1;1
1200;G;40;D 75BB-1;1
500;P;40;D 75BB-1;1
600;P;40;D 75BB-1;1
700;P;40;D 75BB-1;1
800;P;40;D 75BB-1;1
900;P;40;D 75BB-1;1
1000;P;40;D 75BB-1;1
1100;P;40;D 75BB-1;1
1200;P;40;D 75BB-1;1
500;G;50;D 75BB-1;1
