"TrainNumber";"connectingIDs"
91039;"91039-0-wn"
91040;"91040-0-wn#91040-10-wn"
91043;"91043-730-ro"
91260;"91260-0-Mc"
91273;"91273-0-Mc"
91294;"91294-0-RH"
91356;"91356-131-dw"
91608;"91608-0-An"
91859;"91859-0-An"
91880;"91880-1-KJ"
92463;"92463-0-Mc"
92464;"92464-0-Mc"
92469;"92469-0-Cz"
92472;"92472-0-Cz"
92597;"92597-0-RS"
92644;"92644-0-RH"
92645;"92645-0-Mc"
93145;"93145-0-RS"
93465;"93465-0-Da"
93627;"93627-0-rn#93627-1-rn"
93887;"93887-0-UW#93887-1-UW"
94119;"94119-0-Ge"
94126;"94126-1-So"
94191;"94191-0-Ge"
94193;"94193-0-Mc"
94654;"94654-0-KJ#94654-1-KJ"
94743;"94743-0-AS"
94746;"94746-0-rn#94746-1-rn"
94818;"94818-0-Cz"
95001;"95001-0-Sv"
95011;"95011-0-Mc"
95012;"95012-100-ro#95012-100-Rg"
95076;"95076-0-Ge#95076-1-Ge"
95083;"95083-0-RJ"
95087;"95087-0-RH"
95090;"95090-0-Lz"
95117;"95117-0-Mc"
95118;"95118-0-RS"
95125;"95125-0-rn"
95126;"95126-0-Lz"
95127;"95127-0-Ge"
95129;"95129-0-Ge#95129-1-Ge"
95138;"95138-0-rn"
95144;"95144-0-Mc"
95182;"95182-0-vo"
95183;"95183-0-vo"
95184;"95184-0-vo"
95185;"95185-0-vo"
95186;"95186-0-vo"
95187;"95187-0-vo"
95188;"95188-0-vo"
95189;"95189-0-vo"
95190;"95190-0-vo"
95191;"95191-0-vo"
95192;"95192-0-vo"
95193;"95193-0-vo"
95197;"95197-0-TS"
95198;"95198-0-TS"
95199;"95199-0-TS"
95231;"95231-0-So"
95232;"95232-0-TS"
95233;"95233-0-TS"
95235;"95235-0-TS"
95247;"95247-0-lm"
95248;"95248-0-ta"
95258;"95258-0-AS"
95330;"95330-3-ro"
95409;"95409-0-Le"
95439;"95439-0-Go#95439-1-Go"
95443;"95443-0-rn"
95444;"95444-0-KJ"
95470;"95470-0-rn#95470-1-rn"
95473;"95473-0-Ge"
95478;"95478-0-Ge#95478-1-Ge"
95481;"95481-0-rn#95481-1-rn"
95488;"95488-0-UW"
95538;"95538-0-Lz"
95543;"95543-0-Mc"
98670;"98670-0-Mo#98670-1-Mo#98670-2-Mo"
98672;"98672-0-Mo"
98673;"98673-0-Lf"
99601;"99601-0-TS"
99622;"99622-61-ta#99622-62-ta"
99626;"99626-26-ta"
99627;"99627-10-ta"
69630;"69630-133-ta"
99630;"99630-0-ta"
99631;"99631-666-kk"
69631;"69631-132-ta"
99632;"99632-0-ta#99632-1-ta#99632-2-ta"
99661;"99661-740-ro#99661-741-ro#99661-742-ro"
99662;"99662-740-ro"
99680;"99680-300-ro"
99681;"99681-300-ro"
99682;"99682-300-ro"
99683;"99683-730-ro"
99684;"99684-0-wn"
99685;"99685-0-wn"
99686;"99686-0-wn"
99687;"99687-16-wn"
99717;"99717-0-kr"
99719;"99719-0-kr"
99750;"99750-301-ro#99750-302-ro"
99751;"99751-301-ro#99751-302-ro"
99752;"99752-301-ro#99752-302-ro#99752-303-ro"
99753;"99753-301-ro#99753-302-ro"
99754;"99754-301-ro#99754-302-ro"
99755;"99755-300-ro#99755-301-ro"
32834;"32834-0-Ar"
32835;"32835-1-Ta"
32855;"32855-1-Ta"
32857;"32857-0-Wa"
32858;"32858-0-Wa"
32860;"32860-0-Wa"
32861;"32861-0-Wa"
41001;"41001-0-Hc"
41005;"41005-600-Ar"
41006;"41006-226-Ar"
41007;"41007-643-Ar"
41008;"41008-600-Hc"
41010;"41010-600-Hc"
41045;"41045-1-Hc#41045-1-Bj"
41201;"41201-300-mb#41201-301-mb#41201-107-ko"
41214;"41214-107-ko#41214-300-mb#41214-301-mb"
41255;"41255-107-mb#41255-107-ko"
41256;"41256-107-ko#41256-300-mb"
41450;"41450-0-Mu#41450-1-Mu"
41482;"41482-0-rk"
42041;"42041-0-Ar"
42042;"42042-0-Ar"
42057;"42057-0-Bj"
42060;"42060-0-Bj"
42200;"42200-229-mb"
42226;"42226-107-ko#42226-300-mb#42226-101-mb"
42509;"42509-0-ab"
42580;"42580-2-ko"
43074;"43074-600-Bj#43074-600-Ar#43074-600-ab#43074-600-Ko"
43076;"43076-0-Bj#43076-2-Bj#43076-0-Hc#43076-0-ab#43076-0-ko"
43086;"43086-600-Bj#43086-600-Ar#43086-600-ab#43086-600-ko"
43087;"43087-0-ko#43087-0-ab#43087-0-Ar#43087-0-Bj"
43088;"43088-209-Bj#43088-209-ab#43088-209-ko"
43089;"43089-209-ko#43089-209-ab#43089-209-Hc#43089-209-bj"
43090;"43090-600-Bj#43090-600-Ar#43090-600-ab#43090-600-ko"
43093;"43093-0-ko#43093-0-ab#43093-0-Ar#43093-0-Bj"
43095;"43095-0-ko#43095-0-ab#43095-0-Ar#43095-0-Bj"
43169;"43169-233-Ar"
43600;"43600-100-Bj#43600-101-Bj"
43602;"43602-600-Bj#43602-601-Bj"
43603;"43603-600-Bj#43603-601-Bj"
43604;"43604-600-Bj#43604-601-Bj"
43605;"43605-600-Bj#43605-601-Bj"
43608;"43608-602-Bj#43608-603-Bj"
43611;"43611-600-Bj#43611-601-Bj"
43613;"43613-600-Bj#43613-601-Bj"
43614;"43614-0-Bj#43614-1-Bj"
43615;"43615-0-Bj#43615-1-Bj"
43616;"43616-600-Bj#43616-601-Bj"
43618;"43618-0-Bj#43618-1-Bj"
43619;"43619-602-Bj#43619-603-Bj"
43621;"43621-600-Bj#43621-601-Bj"
43622;"43622-600-Bj#43622-601-Bj"
43624;"43624-600-Bj#43624-601-Bj"
43625;"43625-0-Bj#43625-1-Bj"
43628;"43628-600-Bj#43628-601-Bj"
43629;"43629-600-Bj#43629-601-Bj"
43635;"43635-600-Bj#43635-601-Bj"
43690;"43690-113-Bj#43690-113-Ar"
43691;"43691-100-Ar#43691-101-Bj#43691-100-Bj"
43695;"43695-0-Bü"
43698;"43698-0-Bj"
43737;"43737-84-ko#43737-84-ab#43737-84-Hc"
43738;"43738-100-Bj#43738-100-Hc#43738-84-Ab#43738-84-ko"
43760;"43760-99-Bj#43760-99-Ar#43760-99-rd#43760-99-ko"
43765;"43765-99-Le#43765-99-rd#43765-99-Hc#43765-99-Bj"
44206;"44206-300-ko#44206-300-mb#44206-301-mb"
44241;"44241-300-mb#44241-107-ko"
44249;"44249-300-mb#44249-307-ko"
44250;"44250-107-ko#44250-300-mb"
44265;"44265-0-mb"
44270;"44270-600-mb"
44280;"44280-200-Hc#44280-101-Bj"
44281;"44281-101-Bj#44281-102-Bj"
44286;"44286-710-ko#44286-710-mb#44286-711-mb"
44288;"44288-201-mb"
44403;"44403-300-mb#44403-302-mb#44403-303-mb#44403-107-ko"
44405;"44405-300-mb#44405-107-ko"
44413;"44413-0-Du"
44444;"44444-0-th"
44600;"44600-600-Bj#44600-600-Ar#44600-600-ab"
44603;"44603-100-Bj"
44620;"44620-600-Bj#44620-600-Ar#44620-600-ab"
44621;"44621-701-ab#44621-701-Ar#44621-701-Bj"
44622;"44622-0-Bj#44622-0-Ar#44622-0-ab"
44625;"44625-701-ab#44625-701-Ar#44625-701-Bj"
44627;"44627-100-Bj"
44628;"44628-600-Bj#44628-600-Ar#44628-600-ab"
44640;"44640-600-Bj"
44645;"44645-600-Bj"
44657;"44657-107-Bj"
44658;"44658-107-Bj"
44663;"44663-0-ab#44663-0-Hc#44663-0-Bj#44663-1-Bj"
44664;"44664-0-Ar"
44665;"44665-0-Ar"
44666;"44666-0-Ar"
44667;"44667-0-Ar"
44689;"44689-644-Ar#44689-643-Ar"
44692;"44692-600-Hc#44692-601-Ar"
44695;"44695-600-Ar#44695-601-Ar#44695-603-Ar"
44696;"44696-604-Ar#44696-603-Ar"
44698;"44698-600-Hc#44698-601-Hc"
44699;"44699-600-Hc#44699-601-Hc"
45000;"45000-0-Bj#45000-1-Bj#45000-0-Ar#45000-0-ab"
45001;"45001-0-ab#45001-0-Ar#45001-0-Bj#45001-1-Bj"
45010;"45010-0-Bj#45010-0-Ar#45010-0-ab"
45011;"45011-601-ab#45011-602-Ar#45011-603-Bj#45011-602-Bj"
45012;"45012-0-Bj#45012-0-Ar#45012-0-ab"
45013;"45013-0-ab#45013-0-Ar#45013-0-Bj"
45014;"45014-0-Bj#45014-0-Ar#45014-0-ab"
45015;"45015-701-ab#45015-701-Ar#45015-701-Bj#45015-702-Bj"
45025;"45025-0-ab#45025-0-Ar#45025-0-Bj#45025-1-Bj"
45175;"45175-235-Ar"
45176;"45176-623-Hc#45176-624-Hc"
45641;"45641-100-Bj"
45650;"45650-0-Bj#45650-0-Ar#45650-0-ab"
46264;"46264-0-mb"
46330;"46330-0-th#46330-1-th"
46993;"46993-0-Mt"
47022;"47022-0-Bj#47022-0-Ar#47022-0-ab"
47029;"47029-0-Bj"
47047;"47047-0-Bj"
47048;"47048-0-Bj"
47061;"47061-402-ab#47061-402-Hc#47061-402-Bj"
47083;"47083-309-ab#47083-309-Ar#47083-309-Bj"
47087;"47087-600-Hc"
47088;"47088-600-Hc"
47151;"47151-0-Br"
47189;"47189-0-LS#47189-1-LS#47189-2-LS#47189-3-LS"
47199;"47199-300-mb#47199-107-ko"
47208;"47208-105-mb#47208-104-mb"
47214;"47214-107-ko#47214-300-mb#47214-301-mb"
47221;"47221-104-mb#47221-105-mb"
47231;"47231-0-mb"
47253;"47253-300-mb#47253-301-mb#47253-107-ko"
47276;"47276-0-mb"
47278;"47278-0-mb"
47292;"47292-0-Ar"
47530;"47530-0-mb"
47533;"47533-0-mb"
47535;"47535-0-mb"
47536;"47536-0-Bj"
47537;"47537-0-Bj"
48209;"48209-281-mb"
48215;"48215-300-mb#48215-301-mb#48215-107-ko"
48239;"48239-239-mb"
48240;"48240-304-mb#48240-305-mb"
48402;"48402-0-Sd"
48475;"48475-300-mb#48475-301-mb#48475-107-ko#48475-300-ab"
48524;"48524-0-Ar"
48525;"48525-0-Ar"
48526;"48526-0-Ar"
48529;"48529-0-Ar"
48530;"48530-0-Ar"
48601;"48601-508-ab#48601-508-Ar#48601-508-Bj#48601-509-Bj"
48604;"48604-100-ab"
48613;"48613-0-Bj#48613-1-Bj"
48650;"48650-0-Bj"
48653;"48653-0-Bj#48653-1-Bj"
48691;"48691-0-ko#48691-0-Ar#48691-0-Bj"
49000;"49000-0-Bj#49000-0-Ar"
49001;"49001-0-ko#49001-0-Ar#49001-0-bj"
49015;"49015-0-Hc#49015-0-Bj"
49017;"49017-100-Ar#49017-100-Bj"
49058;"49058-0-Hc"
49068;"49068-0-Bj#49068-0-Ar"
49069;"49069-0-Ar"
49199;"49199-0-mb"
49203;"49203-350-mb"
49206;"49206-300-ko#49206-300-mb#49206-301-mb#49206-303-mb#49206-304-mb"
49208;"49208-0-Hc"
49213;"49213-350-mb#49213-351-mb#49213-350-ko"
49214;"49214-0-Ar"
49221;"49221-300-mb#49221-301-mb#49221-107-ko"
49227;"49227-0-Hc"
49229;"49229-0-Hc"
49247;"49247-0-mb"
49260;"49260-200-mb#49260-201-mb"
49538;"49538-600-Ar"
49539;"49539-600-Hc"
49553;"49553-900-mb#49553-901-mb#49553-900-ko"
49555;"49555-402-te#49555-402-Br"
49578;"49578-0-Be"
49690;"49690-0-Hg#49690-1-Hg"
50029;"50029-0-ko"
50228;"50228-96-ko"
50229;"50229-96-ko"
50322;"50322-0-ko#50322-1-ko"
50332;"50332-169-Le"
50333;"50333-169-Le"
50542;"50542-0-Ar"
50543;"50543-0-Ko"
50900;"50900-6-Ta"
51085;"51085-13-Hc"
52800;"52800-107-ko#52800-300-mb"
52801;"52801-300-mb#52801-107-ko"
52803;"52803-300-Hc#52803-300-mb#52803-107-ko"
52806;"52806-107-ko#52806-300-mb"
52808;"52808-229-ko#52808-229-mb"
52809;"52809-300-mb#52809-301-mb#52809-107-ko"
52813;"52813-300-mb#52813-107-ko"
52814;"52814-107-ko#52814-300-mb"
52815;"52815-300-mb#52815-107-ko"
52816;"52816-107-ko#52816-300-mb"
52817;"52817-300-mb#52817-107-ko"
52818;"52818-107-ko#52818-300-mb"
52819;"52819-300-mb#52819-107-ko"
52822;"52822-107-ko#52822-300-mb"
52827;"52827-350-mb#52827-350-ko"
52828;"52828-107-ko#52828-300-mb"
52842;"52842-29-Hc#52842-29-ab"
52843;"52843-600-ab#52843-600-Ar"
52845;"52845-0-ab#52845-0-Ar#52845-0-Bj"
52848;"52848-600-Ar#52848-600-ab"
52850;"52850-101-Bj#52850-101-Hc"
52852;"52852-1-Hc#52852-2-Hc"
52856;"52856-100-Hc#52856-101-Hc"
52857;"52857-600-ab#52857-600-Ar#52857-600-Bj"
52858;"52858-602-Bj#52858-602-Hc#52858-602-Ab"
52859;"52859-0-ab#52859-0-Ar"
52861;"52861-600-ab#52861-600-Ar"
52863;"52863-600-ab#52863-600-Ar"
52866;"52866-294-Hc#52866-294-ab"
52867;"52867-0-ab#52867-0-Ar"
52868;"52868-684-Hc#52868-684-ab"
52874;"52874-241-te#52874-241-ab"
52880;"52880-600-te#52880-600-ab"
52881;"52881-600-ab#52881-600-te"
52882;"52882-0-te#52882-0-ab"
52883;"52883-0-ab#52883-0-te"
52884;"52884-600-te#52884-600-ab"
52885;"52885-0-ab#52885-0-te"
52886;"52886-0-te#52886-0-ab"
52887;"52887-71-ab#52887-71-te"
52889;"52889-71-ab#52889-71-te"
52892;"52892-0-te#52892-0-ab"
52894;"52894-0-te#52894-0-ab"
52895;"52895-671-ab#52895-671-te"
52896;"52896-71-te#52896-71-ab"
52897;"52897-1-ab#52897-1-te"
52899;"52899-71-ab#52899-71-te"
55702;"55702-600-ko#55702-600-ab"
55704;"55704-0-ko"
55706;"55706-0-ko"
55707;"55707-0-ko"
55708;"55708-0-ko"
55709;"55709-0-ko"
55710;"55710-600-ko"
55712;"55712-600-ko"
55713;"55713-600-ko"
55715;"55715-600-ko"
55717;"55717-600-ko"
55722;"55722-600-ko#55722-601-ko"
55723;"55723-600-ko#55723-602-ko"
55727;"55727-0-ko"
55728;"55728-600-ko"
55730;"55730-300-ko#55730-107-ko"
55731;"55731-0-mb"
55732;"55732-0-mb#55732-1-mb"
55733;"55733-200-mb"
55734;"55734-300-mb#55734-301-mb#55734-302-mb#55734-107-ko#55734-301-ko"
55735;"55735-0-mb"
55736;"55736-300-mb#55736-301-mb#55736-107-ko"
55740;"55740-209-ko"
55749;"55749-29-ko"
55751;"55751-0-Ar"
55754;"55754-0-Ar"
55755;"55755-0-ko"
55756;"55756-0-ko"
55758;"55758-600-ab"
55760;"55760-109-ko#55760-109-ab"
55762;"55762-0-ko"
55763;"55763-0-ko"
55764;"55764-0-ko#55764-0-ab"
55766;"55766-29-Le"
55767;"55767-0-ko"
55769;"55769-209-ko"
55773;"55773-0-ab#55773-1-ab"
55774;"55774-0-ab"
55777;"55777-198-Ar"
55778;"55778-0-ko"
55783;"55783-0-ab"
55784;"55784-0-ab"
55785;"55785-0-ab"
55787;"55787-0-ab"
55788;"55788-0-ab"
55790;"55790-0-ab"
55793;"55793-0-ab"
55801;"55801-804-ab"
55802;"55802-0-ab"
55803;"55803-0-ab"
55804;"55804-0-ab"
55806;"55806-0-ab"
55807;"55807-0-ab"
55808;"55808-0-ab"
55809;"55809-0-ab"
55810;"55810-0-Ar"
55813;"55813-0-Ar#55813-1-Ar"
55814;"55814-0-Ar"
55815;"55815-0-Ar"
55816;"55816-0-Ar#55816-1-Ar"
55817;"55817-0-Ar#55817-1-Ar"
55818;"55818-0-Ar#55818-1-Ar"
55819;"55819-0-Ar"
55820;"55820-0-Ar"
55821;"55821-0-Ar"
55822;"55822-0-Bj"
55826;"55826-0-Bj"
55827;"55827-0-Bj"
55830;"55830-10-Bj"
55831;"55831-10-Bj"
55832;"55832-0-Ar"
55833;"55833-0-Ar"
55834;"55834-0-Ar"
55841;"55841-0-Ar"
55842;"55842-0-Ar"
55843;"55843-0-Ar"
55844;"55844-0-Ar"
55860;"55860-1-Bj"
55861;"55861-1-Bj"
55864;"55864-0-Bj"
55865;"55865-0-Bj#55865-1-Bj"
55873;"55873-0-Bj"
55883;"55883-10-mb"
55884;"55884-0-mb"
55885;"55885-224-mb"
55894;"55894-0-mb"
55895;"55895-0-mb"
55902;"55902-200-mb"
55908;"55908-200-mb"
55909;"55909-200-mb"
55910;"55910-200-mb"
55911;"55911-200-mb"
55912;"55912-200-mb"
55913;"55913-200-mb"
55914;"55914-0-mb"
55915;"55915-0-mb"
55920;"55920-0-Hc"
55922;"55922-0-Hc"
55923;"55923-0-Hc"
55925;"55925-411-mb"
55929;"55929-246-mb"
55930;"55930-246-mb"
55932;"55932-1-mb"
55937;"55937-0-Hc"
55938;"55938-0-Hc"
55939;"55939-0-Hc"
55940;"55940-0-Hc"
55941;"55941-1-mb"
55942;"55942-1-mb"
55945;"55945-0-Hc"
55946;"55946-0-Hc"
55947;"55947-0-mb"
55948;"55948-0-Hc"
55949;"55949-0-Hc"
55950;"55950-246-mb"
55951;"55951-0-Hc"
55953;"55953-246-mb"
55954;"55954-0-Hc"
55956;"55956-408-mb"
55957;"55957-408-mb"
55958;"55958-408-mb"
55960;"55960-0-Hc"
55962;"55962-0-Hc"
55963;"55963-0-mb"
55968;"55968-408-mb"
55969;"55969-0-Hc"
55972;"55972-0-mb"
55973;"55973-0-mb"
55974;"55974-1-mb"
55976;"55976-0-Hc"
55977;"55977-0-Hc"
55980;"55980-0-Hc"
55981;"55981-0-Hc"
55982;"55982-200-mb"
55983;"55983-200-mb"
55985;"55985-0-mb"
55986;"55986-0-mb"
55987;"55987-96-mb"
55990;"55990-0-mb#55990-1-mb"
56000;"56000-0-Be"
56012;"56012-8-Ta"
56015;"56015-0-Br"
56020;"56020-112-Br"
56021;"56021-60-Br"
56025;"56025-600-Br"
56028;"56028-600-Br"
56032;"56032-600-te#56032-600-ko"
56033;"56033-600-te#56033-600-ko#56033-601-ko"
56034;"56034-600-te"
56036;"56036-600-te#56036-600-ko"
56038;"56038-0-te"
56040;"56040-600-te"
56041;"56041-600-te"
56042;"56042-600-te"
56043;"56043-600-te"
56044;"56044-600-te"
56045;"56045-600-te"
56046;"56046-84-te"
56047;"56047-600-te"
56048;"56048-0-te"
56053;"56053-600-te"
56060;"56060-600-te"
56061;"56061-0-te"
56062;"56062-600-te"
56063;"56063-602-te#56063-603-te"
56064;"56064-600-te"
56065;"56065-600-te"
56067;"56067-600-te#56067-601-te"
56068;"56068-600-te"
56069;"56069-600-te"
56070;"56070-600-te"
56072;"56072-600-te"
56073;"56073-600-te#56073-601-te"
56074;"56074-0-te#56074-1-te"
56076;"56076-600-te"
56077;"56077-601-te"
56080;"56080-600-Br"
56081;"56081-600-Br"
56082;"56082-600-Br"
56083;"56083-0-Br"
56084;"56084-0-Br"
56085;"56085-600-Br"
56086;"56086-600-Br"
56088;"56088-600-Br"
56089;"56089-600-Br"
56090;"56090-600-Br"
56091;"56091-600-Br"
56094;"56094-0-Sl"
56095;"56095-600-Sl"
56096;"56096-600-Br"
56097;"56097-600-Br"
56100;"56100-600-Br"
56101;"56101-600-Br"
56102;"56102-600-Br"
56103;"56103-0-te#56103-1-te"
56104;"56104-0-te"
56105;"56105-630-Br#56105-631-Br#56105-632-Br"
56106;"56106-600-Br"
56107;"56107-300-Br#56107-301-Br#56107-302-Br"
56108;"56108-600-Br"
56109;"56109-601-Br"
56110;"56110-601-Br"
56113;"56113-0-Br"
56114;"56114-0-Br"
56115;"56115-600-Br#56115-601-Br"
56116;"56116-600-Br#56116-601-Br"
56117;"56117-600-Br"
56118;"56118-600-Br"
56119;"56119-0-Br"
56120;"56120-0-Br"
56122;"56122-0-Br"
56123;"56123-691-Br"
56124;"56124-411-Br"
56125;"56125-0-Br"
56126;"56126-600-Br"
56132;"56132-600-Br"
56133;"56133-600-Br"
56134;"56134-600-Br"
56135;"56135-0-Br"
56136;"56136-0-Br"
56137;"56137-0-Br"
56138;"56138-600-Br"
56139;"56139-600-Br"
56140;"56140-600-Br"
56141;"56141-600-Br"
56142;"56142-84-Br"
56143;"56143-84-Br"
56144;"56144-0-Br"
56145;"56145-0-Br"
56146;"56146-0-Br"
56147;"56147-0-Br"
56148;"56148-600-Br"
56149;"56149-0-Br"
56151;"56151-0-Br"
56154;"56154-600-Br"
56159;"56159-601-te"
56160;"56160-609-te"
56163;"56163-600-Hc"
56164;"56164-600-Hc"
56165;"56165-600-Hc"
56166;"56166-600-Hc"
56167;"56167-600-Hc"
56168;"56168-0-Hc"
56170;"56170-0-Hc"
56171;"56171-600-Hc"
56173;"56173-600-Hc"
56174;"56174-600-Hc"
56175;"56175-600-Hc"
56176;"56176-600-Hc"
56178;"56178-0-Hc"
56179;"56179-600-Hc"
56180;"56180-0-Hc"
56181;"56181-0-Hc#56181-0-Ar"
56182;"56182-0-Hc"
56183;"56183-0-Hc"
56189;"56189-0-Hc"
56191;"56191-0-Br"
56193;"56193-600-Br"
56194;"56194-0-Br"
56195;"56195-600-Br#56195-601-Br"
56197;"56197-0-Br"
56198;"56198-600-Br"
56204;"56204-600-Br"
56206;"56206-600-Sl"
56209;"56209-0-Sl"
56211;"56211-600-Sl"
56212;"56212-600-Sl"
56215;"56215-600-Sl"
56218;"56218-0-Sl"
56219;"56219-600-Sl"
56220;"56220-600-Sl"
56221;"56221-600-Sl"
56222;"56222-600-Sl"
56231;"56231-0-Sl#56231-1-Sl#56231-2-Sl"
56235;"56235-0-Sl#56235-1-Sl#56235-2-Sl"
56237;"56237-0-Sl#56237-1-Sl"
56238;"56238-0-Sl#56238-1-Sl#56238-2-Sl"
56239;"56239-600-Sl"
56240;"56240-0-Sl"
56244;"56244-17-Sl"
56245;"56245-17-Sl"
56248;"56248-0-Sl"
56257;"56257-17-Sl"
56258;"56258-17-Sl"
56260;"56260-0-Sl"
56261;"56261-0-Sl"
56263;"56263-600-Sl"
56264;"56264-600-Sl"
56267;"56267-600-Sl"
56268;"56268-600-Sl"
56273;"56273-411-Br"
56275;"56275-600-Br"
56276;"56276-411-Br"
56277;"56277-0-Br"
56278;"56278-0-Br"
56289;"56289-0-te"
56290;"56290-0-te"
56291;"56291-618-te"
56292;"56292-600-te"
56293;"56293-0-te"
56294;"56294-0-te"
56295;"56295-600-te"
56296;"56296-600-te"
56298;"56298-0-te#56298-1-te"
56301;"56301-600-te#56301-601-te"
56302;"56302-600-te"
56304;"56304-0-te"
56305;"56305-0-te"
56306;"56306-0-te"
56307;"56307-600-te"
56308;"56308-0-te"
56309;"56309-600-te"
56310;"56310-0-te"
56311;"56311-600-te"
56312;"56312-600-te"
56313;"56313-600-te"
56314;"56314-600-te"
56315;"56315-600-te"
56316;"56316-600-te"
56317;"56317-600-te"
56318;"56318-600-te"
56319;"56319-600-te"
60126;"60126-241-te"
60160;"60160-711-Hc#60160-712-Hc"
60183;"60183-350-mb#60183-307-mb"
60394;"60394-27-Br"
60474;"60474-0-Sl#60474-1-Sl"
60479;"60479-600-Sl#60479-601-Sl"
60712;"60712-71-Hc"
60717;"60717-412-te#60717-412-ko#60717-412-mb"
60718;"60718-412-mb#60718-412-ko#60718-412-ab"
60882;"60882-100-ab"
60990;"60990-157-ko#60990-157-ab"
60991;"60991-157-ab"
61750;"61750-0-Br#61750-0-te#61750-0-ko"
61751;"61751-0-ko#61751-0-te#61751-0-Br"
61764;"61764-0-Ar"
61777;"61777-309-ko"
61780;"61780-648-Ar"
61781;"61781-684-Hc#61781-685-Hc#61781-684-te#61781-684-Ar"
61782;"61782-84-Ar#61782-84-te#61782-84-Hc#61782-85-Hc"
61784;"61784-0-te#61784-1-te"
61785;"61785-0-te"
61793;"61793-628-ko#61793-628-te#61793-628-Br"
61800;"61800-84-ko#61800-84-te"
61801;"61801-0-te#61801-84-ko"
61809;"61809-610-Sl#61809-611-Sl"
61810;"61810-601-Sl"
61813;"61813-610-Sl#61813-611-Sl"
61814;"61814-600-Sl"
61817;"61817-0-Bj"
61819;"61819-0-Bj#61819-0-Ar"
61870;"61870-0-Hc"
61871;"61871-0-Hc"
61872;"61872-0-mb"
61873;"61873-0-mb"
61874;"61874-0-mb"
61875;"61875-0-Hc"
61877;"61877-0-Hc"
61878;"61878-0-Hc"
61879;"61879-0-Hc"
61880;"61880-0-Hc"
61881;"61881-0-Hc"
61882;"61882-0-Hc"
61887;"61887-0-mb"
61890;"61890-10-mb#61890-11-mb"
61891;"61891-11-mb"
62532;"62532-0-Mt"
62534;"62534-0-rk"
62542;"62542-0-Ta"
62544;"62544-0-th#62544-1-th"
62546;"62546-0-Ta"
62548;"62548-1-Ta"
62550;"62550-0-Wa"
62552;"62552-0-Mt"
62580;"62580-0-Sd"
62787;"62787-0-Kp"
69055;"69055-0-Mt"
69058;"69058-0-Mt"
69128;"69128-0-Sd"
69129;"69129-0-Sd"
69136;"69136-1-Ha"
75790;"75790-0-Br#75790-0-te#75790-0-ab"
75791;"75791-0-ab#75791-0-te#75791-0-Br#75791-8-Br"
75794;"75794-0-Ar"
75795;"75795-0-Ar"
75839;"75839-0-Ar"
77121;"77121-117-Hc"
77123;"77123-0-Ar"
77159;"77159-0-Ar"
77161;"77161-0-Ar"
79605;"79605-0-Sd"
79878;"79878-0-Wa"
83771;"83771-0-LS"
83840;"83840-0-LS#83840-1-LS"
83854;"83854-0-Rr"
83857;"83857-0-Rb"
87758;"87758-0-La"
89547;"89547-0-Hu"
89548;"89548-0-th"
89647;"89647-0-LS"
91054;"91054-0-Br#91054-1-Br"
91068;"91068-0-Av"
91190;"91190-96-ko"
91191;"91191-200-ko"
91192;"91192-0-ko#91192-0-ab"
91193;"91193-0-ab#91193-0-ko"
91200;"91200-0-Bj"
91202;"91202-0-Bj"
91204;"91204-0-Ar#91204-0-Bj"
91206;"91206-0-Bj#91206-0-Ar"
91208;"91208-0-Bj"
91212;"91212-96-Sl"
91213;"91213-0-Sl#91213-1-Sl"
91214;"91214-96-Sl#91214-97-Sl"
91215;"91215-0-Sl"
91216;"91216-0-ab"
91217;"91217-0-ab"
91218;"91218-0-ab#91218-1-ab"
91219;"91219-0-ab#91219-1-ab"
91222;"91222-0-ab"
91223;"91223-0-ab"
91224;"91224-0-Ar#91224-1-Ar#91224-2-Ar"
91225;"91225-0-Ar#91225-1-Ar"
91228;"91228-0-ab"
91229;"91229-0-Ar"
91230;"91230-0-Ar"
91231;"91231-0-Ar"
91232;"91232-0-Ar"
91233;"91233-0-ab"
91234;"91234-0-ab"
91235;"91235-0-ab"
91240;"91240-0-Sl#91240-1-Sl#91240-0-Ar"
91241;"91241-0-Ar#91241-0-Sl"
91242;"91242-0-Sl#91242-1-Sl"
91243;"91243-0-Sl#91243-1-Sl"
91281;"91281-710-ko#91281-710-ab#91281-710-te#91281-710-Br"
91282;"91282-710-Br#91282-710-te#91282-710-ko"
91286;"91286-0-Le"
91288;"91288-0-Le"
91292;"91292-0-ab#91292-0-ko"
91293;"91293-0-Hc"
91352;"91352-0-Ar"
91362;"91362-0-Ar"
91363;"91363-0-Ar"
91370;"91370-0-Ar"
91817;"91817-0-Wö"
91818;"91818-0-Wö"
91819;"91819-0-Wö"
91892;"91892-0-kü#91892-1-kü"
91911;"91911-0-Wö"
91914;"91914-1-Wö"
92022;"92022-0-Wö"
92083;"92083-0-Wö#92083-1-Wö"
92116;"92116-0-Mt"
92181;"92181-0-Mt"
92182;"92182-0-Mt"
92183;"92183-0-Mt"
92184;"92184-0-Mt"
92218;"92218-2-Rb#92218-3-Rb"
92219;"92219-0-Rb#92219-1-Rb"
92220;"92220-0-Rb"
92347;"92347-0-rk"
92426;"92426-0-rk#92426-1-rk"
92468;"92468-0-Mt"
92485;"92485-0-Mt"
92603;"92603-0-Bä"
92604;"92604-0-Ta"
