RIL100 ; DurchfahrtFahrweg ; AnkunftFahrweg ; AbfahrtFahrweg
LS  G;;LS-610/710-WW;LS-610/710-WW
LSS;LS-WW;;
LBOL;LS-1-WW;;
LEST;LS-WW;;
L8011;LS-WW;;
L8013;LS-WW;;
LGM;LS-WW;;
L8212;LS-WW;;
L8214;LS-WW;;
LOB;LS-2-WW;;
YBLBO;LS-WW;;
L8221;LOB-LGG;;
L8224;LOB-LGG;;
LBRN;LOB-LGG;;
LSNA;LOB-LGG;;
L8331;LOB-LGG;;
L8333;LOB-LGG;;
L8332;LOB-LGG;;
L8334;LOB-LGG;;
LGG;LOB-1-WW;;
LQGG;LGG-WW;;
WW;;LGG-2-WW N;LGG-2-WW N
