RIL100 ; DurchfahrtFahrweg ; AnkunftFahrweg ; AbfahrtFahrweg
SEG N;;SEG-56-SEG_O-3144/3142;SEG-56-SEG_O-3144/3142
SEG O;SEG_N-75-11-STR-3142;;
STR N;SEG_O-110-STR-RG-3142/3010;;
STR;STR_N-402-412S/H1-STRS-GR-3010;;
STRS;STR-501-SKU-3010;;
S049A;STRS-SKU;;
S048B;STRS-SKU;;
S050A;STRS-SKU;;
S047C;STRS-SKU;;
SKU;STRS-56-SKZ-3010/3230;;
SKZK;SKU-SKZ;;
SKZ;SKU-1-SWIG;;
SKAZ;SKZ-2-SWIG;;
SWIG;SKZ-1-SSAB;;
S017E;SWIG-SSAB;;
SSOF;SWIG-2-SSAB;;
S018E;SWIG-SSAB;;
SSAB;SWIG-22-SSER;;
SSER;SSAB-1-SSLB;;
S014F;SSER-SSLB;;
S013F;SSER-SSLB;;
STB;SSER-2-SSLB;;
YFKST;STR-SSH;;
SQSL;STR-SSH;;
SSLB;STR-33/25-SSH;;
SMT;STR-25/11-SSH;;
SBES;SMT-SSH;;
S12SK;SMT-SSH;;
SMZS;STR-SSH;;
SMZM;STR-SSH;;
SMZG;STR-2-SSH;;
S 9SK;SMT-SSH;;
SFF;STR-SSH;;
S10SK;SMT-SSH;;
S108S;SMT-SSH;;
S 8SK;SMT-SSH;;
S107S;SMT-SSH;;
S 7SK;SMT-SSH;;
SBE;SMT-SSH;;
SDLK;STR-SSH;;
SDL;STR-5-SSH;;
SDLS;STR-SSH;;
SSLS;STR-1-SSH;;
SSLV;STR-SSH;;
SEN;STR-1-SSH;;
SBO;SMT-2-SSH;;
SVLW;STR-SSH;;
SVL;STR-02/102-SSH;;
SLU;SMT-1-SSH;;
SSHI;STR-SSH;;
SSB;STR-02-SSH;;
SSH W;STR-SSR;;
SSR M;STR-236-127;;
SSR N;;SSDM-279/128-SNK;SSDM-279/128-SNK
