RIL100 ; DurchfahrtFahrweg ; AnkunftFahrweg ; AbfahrtFahrweg
EOB N;EGRA-EOB O;;
EOB O;EOB N-EEEDZ;;
E662X;EOB O-EEDZ;;
E 663;EOB O-EEDZ;;
E 664;EOB-EEDZ;;
E665Y;EOB-EEDZ;;
EEDZ;EOB(2277)-EEAL(2650);;
EEDL;EOB-EEAL;;
E 698;EOB-EEAL;;
EEBE;EOB(2650)-103-EEAL(2650);;
EEAL;EOB-1-EG;;
E 101;EEAL-EG;;
E 100;EEAL-EG;;
EEKB;EEAL-EG;;
E 103;EEAL-EG;;
E 102;EEAL-EG;;
E104G;EEAL-EG;;
EG;EEAL-06-EWAN(2650);;
E 422;EG-EWAN;;
E 421;EG-EWAN;;
E551I;EG-EWAN;;
E550I;EG-EWAN;;
EWAN;EG(2650)-06-EHER(2208);;
EWANF;EWAN(2208)-302-EHEO(2202);;
EHEO;EWANF-EBGZ;;
E5004;EHEO-EBRI;;
E5003;EHEO-EBRI;;
EBGZ;EHEO-EBRI;;
EBRI;EHEO-1-EBNO;;
E5002;EBRI-EBNO;;
YEEBP;EBRI-EBNO;;
E5201;EBRI-EBNO;;
EBNO;EBPR-2-EPVP(D2);;
EPVP;EBNO-EBLAI;;
EBLAI;EBNO(2151)-3-EDO(2151);;
EBLAG;EBNO(2151)-3-EDO(2151);;
EBLAS;EBNO(2151)-3-EWIT(2142);;
EBLAZ;EBLAS-ESTR;;
ESTR;EBLAP-EWIT;;
E 958;ESTR-EWIT;;
E 959;ESTR-EWIT;;
EWIT;ESTR-06-EWGO;;
E003H;EWIT-KSWE;;
E002W;EWIT-EHGVS;;
EWIH;E 3 - EWGO;;
EWGO;EWIT-103-EHGVS;;
E992N;EWGO-EHGVS;;
E991N;EWGO-EHGVS;;
EHGVS;EWGO-EHGVF(2400);;
E566V;EHGVS-EHGVF;;
E565W;EHGVS-EHGVF;;
EHGVF;EHGVS(2400)-EHGV(2400);;
EHGV;EHGVF-631/2-EHG(2400);;
