RIL100 ; DurchfahrtFahrweg ; AnkunftFahrweg ; AbfahrtFahrweg
HBS;HGGLO-307-HSMK H2;;
HSMK;HBS-HBUH;;
HBUH;HSMK-HWED;;
H3316;HBUH-HWED;;
HWED;HBUH-HWEA;;
HWEA;HBUH(1900)-HF(1956);;
H911W;HWEA-H912L;;
H912L;H911W-HLEH;;
HLEH;HBS-901-HF;;
H915L;HLEH-H916S;;
H916S;H915L-HSF;;
HSF;HWEA-HF(6399);;
HF;;HBS-304-LOE;HBS-304-LOE
